,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
670,224,Day,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 343, ""1"": 19, ""2"": 1, ""3"": 1, ""4"": 1}","[0.945, 0.047, 0.008]","[0.94, 0.052, 0.003, 0.003, 0.003]"
671,224,Evening,"{""0"": 326, ""1"": 34, ""2"": 5}","{""0"": 330, ""1"": 31, ""2"": 4}","[0.893, 0.093, 0.014]","[0.904, 0.085, 0.011]"
672,225,Morning,"{""0"": 327, ""1"": 29, ""2"": 9}","{""0"": 248, ""1"": 42, ""2"": 32, ""3"": 17, ""4"": 16, ""5"": 5, ""6"": 3, ""7"": 2}","[0.896, 0.079, 0.025]","[0.679, 0.115, 0.088, 0.047, 0.044, 0.014, 0.008, 0.005]"
673,225,Day,"{""0"": 258, ""1"": 61, ""2"": 34, ""3"": 7, ""4"": 5}","{""0"": 264, ""1"": 60, ""2"": 29, ""3"": 10, ""4"": 1, ""5"": 1}","[0.707, 0.167, 0.093, 0.019, 0.014]","[0.723, 0.164, 0.079, 0.027, 0.003, 0.003]"
674,225,Evening,"{""0"": 219, ""1"": 43, ""2"": 24, ""3"": 27, ""4"": 17, ""5"": 21, ""6"": 9, ""7"": 3, ""8"": 2}","{""0"": 254, ""1"": 51, ""2"": 37, ""3"": 18, ""4"": 5}","[0.6, 0.118, 0.066, 0.074, 0.047, 0.058, 0.025, 0.008, 0.005]","[0.696, 0.14, 0.101, 0.049, 0.014]"
675,226,Morning,"{""0"": 338, ""1"": 24, ""2"": 3}","{""0"": 356, ""1"": 9}","[0.926, 0.066, 0.008]","[0.975, 0.025]"
676,226,Day,"{""0"": 334, ""1"": 24, ""2"": 5, ""3"": 2}","{""0"": 336, ""1"": 27, ""2"": 2}","[0.915, 0.066, 0.014, 0.005]","[0.921, 0.074, 0.005]"
677,226,Evening,"{""0"": 310, ""1"": 46, ""2"": 7, ""3"": 2}","{""0"": 287, ""1"": 66, ""2"": 10, ""3"": 2}","[0.849, 0.126, 0.019, 0.005]","[0.786, 0.181, 0.027, 0.005]"
678,227,Morning,"{""0"": 343, ""1"": 20, ""2"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.94, 0.055, 0.005]","[0.932, 0.063, 0.005]"
679,227,Day,"{""0"": 307, ""1"": 52, ""2"": 6}","{""0"": 314, ""1"": 44, ""2"": 7}","[0.841, 0.142, 0.016]","[0.86, 0.121, 0.019]"
680,227,Evening,"{""0"": 264, ""1"": 82, ""2"": 16, ""3"": 1, ""4"": 2}","{""0"": 244, ""1"": 91, ""2"": 25, ""3"": 5}","[0.723, 0.225, 0.044, 0.003, 0.005]","[0.668, 0.249, 0.068, 0.014]"
681,228,Morning,"{""0"": 339, ""1"": 24, ""2"": 2}","{""0"": 359, ""1"": 6}","[0.929, 0.066, 0.005]","[0.984, 0.016]"
682,228,Day,"{""0"": 312, ""1"": 43, ""2"": 9, ""3"": 1}","{""0"": 298, ""1"": 59, ""2"": 8}","[0.855, 0.118, 0.025, 0.003]","[0.816, 0.162, 0.022]"
683,228,Evening,"{""0"": 309, ""1"": 51, ""2"": 5}","{""0"": 264, ""1"": 83, ""2"": 18}","[0.847, 0.14, 0.014]","[0.723, 0.227, 0.049]"
684,229,Morning,"{""0"": 334, ""1"": 31}","{""0"": 360, ""1"": 5}","[0.915, 0.085]","[0.986, 0.014]"
685,229,Day,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 346, ""1"": 18, ""2"": 1}","[0.937, 0.058, 0.005]","[0.948, 0.049, 0.003]"
686,229,Evening,"{""0"": 329, ""1"": 32, ""2"": 3, ""3"": 1}","{""0"": 314, ""1"": 44, ""2"": 4, ""3"": 2, ""4"": 1}","[0.901, 0.088, 0.008, 0.003]","[0.86, 0.121, 0.011, 0.005, 0.003]"
687,230,Morning,"{""0"": 313, ""1"": 43, ""2"": 8, ""3"": 1}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.858, 0.118, 0.022, 0.003]","[0.964, 0.033, 0.003]"
688,230,Day,"{""0"": 330, ""1"": 31, ""2"": 4}","{""0"": 318, ""1"": 41, ""2"": 5, ""3"": 1}","[0.904, 0.085, 0.011]","[0.871, 0.112, 0.014, 0.003]"
689,230,Evening,"{""0"": 301, ""1"": 55, ""2"": 8, ""3"": 1}","{""0"": 287, ""1"": 59, ""2"": 14, ""3"": 4, ""4"": 1}","[0.825, 0.151, 0.022, 0.003]","[0.786, 0.162, 0.038, 0.011, 0.003]"
690,231,Morning,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 356, ""1"": 9}","[0.89, 0.104, 0.005]","[0.975, 0.025]"
691,231,Day,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 326, ""1"": 33, ""2"": 6}","[0.907, 0.085, 0.008]","[0.893, 0.09, 0.016]"
692,231,Evening,"{""0"": 306, ""1"": 54, ""2"": 5}","{""0"": 290, ""1"": 65, ""2"": 6, ""3"": 4}","[0.838, 0.148, 0.014]","[0.795, 0.178, 0.016, 0.011]"
693,232,Morning,"{""0"": 298, ""1"": 62, ""2"": 5}","{""0"": 332, ""1"": 32, ""3"": 1, ""2"": 0}","[0.816, 0.17, 0.014]","[0.91, 0.088, 0.0, 0.003]"
694,232,Day,"{""0"": 320, ""1"": 36, ""2"": 8, ""3"": 1}","{""0"": 312, ""1"": 43, ""2"": 8, ""3"": 2}","[0.877, 0.099, 0.022, 0.003]","[0.855, 0.118, 0.022, 0.005]"
695,232,Evening,"{""0"": 290, ""1"": 60, ""2"": 12, ""3"": 3}","{""0"": 257, ""1"": 88, ""2"": 17, ""3"": 1, ""4"": 2}","[0.795, 0.164, 0.033, 0.008]","[0.704, 0.241, 0.047, 0.003, 0.005]"
696,233,Morning,"{""0"": 326, ""1"": 37, ""2"": 2}","{""0"": 358, ""1"": 7}","[0.893, 0.101, 0.005]","[0.981, 0.019]"
697,233,Day,"{""0"": 326, ""1"": 36, ""2"": 3}","{""0"": 340, ""1"": 23, ""2"": 1, ""3"": 1}","[0.893, 0.099, 0.008]","[0.932, 0.063, 0.003, 0.003]"
698,233,Evening,"{""0"": 312, ""1"": 46, ""2"": 6, ""3"": 1}","{""0"": 280, ""1"": 66, ""2"": 17, ""3"": 2}","[0.855, 0.126, 0.016, 0.003]","[0.767, 0.181, 0.047, 0.005]"
699,234,Morning,"{""0"": 288, ""1"": 68, ""2"": 6, ""3"": 2, ""4"": 1}","{""0"": 343, ""1"": 21, ""3"": 1, ""2"": 0}","[0.789, 0.186, 0.016, 0.005, 0.003]","[0.94, 0.058, 0.0, 0.003]"
700,234,Day,"{""0"": 316, ""1"": 44, ""2"": 3, ""3"": 1, ""4"": 1}","{""0"": 303, ""1"": 55, ""2"": 5, ""3"": 2}","[0.866, 0.121, 0.008, 0.003, 0.003]","[0.83, 0.151, 0.014, 0.005]"
701,234,Evening,"{""0"": 258, ""1"": 82, ""2"": 18, ""3"": 7}","{""0"": 232, ""1"": 92, ""2"": 34, ""3"": 5, ""4"": 2}","[0.707, 0.225, 0.049, 0.019]","[0.636, 0.252, 0.093, 0.014, 0.005]"
702,235,Morning,"{""0"": 342, ""1"": 21, ""2"": 1, ""3"": 1}","{""0"": 363, ""1"": 1, ""3"": 1, ""2"": 0}","[0.937, 0.058, 0.003, 0.003]","[0.995, 0.003, 0.0, 0.003]"
703,235,Day,"{""0"": 357, ""1"": 8}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.978, 0.022]","[0.956, 0.041, 0.003]"
704,235,Evening,"{""0"": 330, ""1"": 31, ""2"": 4}","{""0"": 301, ""1"": 57, ""2"": 7}","[0.904, 0.085, 0.011]","[0.825, 0.156, 0.019]"
705,236,Morning,"{""0"": 318, ""1"": 40, ""2"": 7}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.871, 0.11, 0.019]","[0.956, 0.041, 0.003]"
706,236,Day,"{""0"": 330, ""1"": 29, ""2"": 5, ""3"": 1}","{""0"": 328, ""1"": 32, ""2"": 4, ""3"": 1}","[0.904, 0.079, 0.014, 0.003]","[0.899, 0.088, 0.011, 0.003]"
707,236,Evening,"{""0"": 304, ""1"": 52, ""2"": 7, ""3"": 2}","{""0"": 268, ""1"": 77, ""2"": 19, ""3"": 1}","[0.833, 0.142, 0.019, 0.005]","[0.734, 0.211, 0.052, 0.003]"
708,237,Morning,"{""0"": 301, ""1"": 57, ""2"": 7}","{""0"": 360, ""1"": 5}","[0.825, 0.156, 0.019]","[0.986, 0.014]"
709,237,Day,"{""0"": 331, ""1"": 30, ""2"": 4}","{""0"": 326, ""1"": 37, ""2"": 2}","[0.907, 0.082, 0.011]","[0.893, 0.101, 0.005]"
710,237,Evening,"{""0"": 282, ""1"": 75, ""2"": 7, ""3"": 1}","{""0"": 225, ""1"": 106, ""2"": 32, ""3"": 1, ""4"": 1}","[0.773, 0.205, 0.019, 0.003]","[0.616, 0.29, 0.088, 0.003, 0.003]"
711,238,Morning,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 335, ""1"": 29, ""2"": 1}","[0.956, 0.038, 0.005]","[0.918, 0.079, 0.003]"
712,238,Day,"{""0"": 323, ""1"": 40, ""2"": 2}","{""0"": 341, ""1"": 24}","[0.885, 0.11, 0.005]","[0.934, 0.066]"
713,238,Evening,"{""0"": 319, ""1"": 41, ""2"": 4, ""3"": 1}","{""0"": 316, ""1"": 43, ""2"": 6}","[0.874, 0.112, 0.011, 0.003]","[0.866, 0.118, 0.016]"
714,239,Morning,"{""0"": 335, ""1"": 26, ""2"": 4}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.918, 0.071, 0.011]","[0.962, 0.036, 0.003]"
715,239,Day,"{""0"": 321, ""1"": 42, ""2"": 2}","{""0"": 335, ""1"": 26, ""2"": 3, ""3"": 1}","[0.879, 0.115, 0.005]","[0.918, 0.071, 0.008, 0.003]"
716,239,Evening,"{""0"": 303, ""1"": 51, ""2"": 9, ""3"": 1, ""6"": 1, ""4"": 0, ""5"": 0}","{""0"": 306, ""1"": 47, ""2"": 8, ""3"": 4}","[0.83, 0.14, 0.025, 0.003, 0.0, 0.0, 0.003]","[0.838, 0.129, 0.022, 0.011]"
717,240,Morning,"{""0"": 323, ""1"": 37, ""2"": 5}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.885, 0.101, 0.014]","[0.978, 0.019, 0.003]"
718,240,Day,"{""0"": 311, ""1"": 43, ""2"": 9, ""3"": 2}","{""0"": 315, ""1"": 43, ""2"": 6, ""4"": 1, ""3"": 0}","[0.852, 0.118, 0.025, 0.005]","[0.863, 0.118, 0.016, 0.0, 0.003]"
719,240,Evening,"{""0"": 296, ""1"": 56, ""2"": 8, ""3"": 4, ""4"": 1}","{""0"": 271, ""1"": 71, ""2"": 19, ""3"": 2, ""4"": 1, ""5"": 1}","[0.811, 0.153, 0.022, 0.011, 0.003]","[0.742, 0.195, 0.052, 0.005, 0.003, 0.003]"
720,241,Morning,"{""0"": 327, ""1"": 34, ""2"": 4}","{""0"": 356, ""1"": 9}","[0.896, 0.093, 0.011]","[0.975, 0.025]"
721,241,Day,"{""0"": 331, ""1"": 33, ""2"": 1}","{""0"": 333, ""1"": 29, ""2"": 3}","[0.907, 0.09, 0.003]","[0.912, 0.079, 0.008]"
722,241,Evening,"{""0"": 309, ""1"": 48, ""2"": 8}","{""0"": 294, ""1"": 62, ""2"": 9}","[0.847, 0.132, 0.022]","[0.805, 0.17, 0.025]"
723,242,Morning,"{""0"": 326, ""1"": 38, ""2"": 1}","{""0"": 309, ""1"": 47, ""2"": 8, ""3"": 1}","[0.893, 0.104, 0.003]","[0.847, 0.129, 0.022, 0.003]"
724,242,Day,"{""0"": 309, ""1"": 36, ""2"": 16, ""3"": 3, ""4"": 1}","{""0"": 287, ""1"": 52, ""2"": 24, ""3"": 2}","[0.847, 0.099, 0.044, 0.008, 0.003]","[0.786, 0.142, 0.066, 0.005]"
725,242,Evening,"{""0"": 276, ""1"": 68, ""2"": 19, ""3"": 1, ""4"": 1}","{""0"": 287, ""1"": 65, ""2"": 12, ""4"": 1, ""3"": 0}","[0.756, 0.186, 0.052, 0.003, 0.003]","[0.786, 0.178, 0.033, 0.0, 0.003]"
726,243,Morning,"{""0"": 351, ""1"": 14}","{""0"": 362, ""1"": 3}","[0.962, 0.038]","[0.992, 0.008]"
727,243,Day,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.964, 0.033, 0.003]","[0.942, 0.052, 0.005]"
728,243,Evening,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 315, ""1"": 46, ""2"": 2, ""3"": 2}","[0.907, 0.088, 0.005]","[0.863, 0.126, 0.005, 0.005]"
729,244,Morning,"{""0"": 352, ""1"": 13}","{""0"": 338, ""1"": 27}","[0.964, 0.036]","[0.926, 0.074]"
730,244,Day,"{""0"": 342, ""1"": 20, ""2"": 3}","{""0"": 347, ""1"": 16, ""2"": 2}","[0.937, 0.055, 0.008]","[0.951, 0.044, 0.005]"
731,244,Evening,"{""0"": 332, ""1"": 31, ""2"": 2}","{""0"": 325, ""1"": 39, ""2"": 1}","[0.91, 0.085, 0.005]","[0.89, 0.107, 0.003]"
732,245,Morning,"{""0"": 286, ""1"": 66, ""2"": 11, ""3"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.784, 0.181, 0.03, 0.005]","[0.932, 0.063, 0.005]"
733,245,Day,"{""0"": 297, ""1"": 52, ""2"": 13, ""3"": 3}","{""0"": 293, ""1"": 55, ""2"": 15, ""3"": 2}","[0.814, 0.142, 0.036, 0.008]","[0.803, 0.151, 0.041, 0.005]"
734,245,Evening,"{""0"": 238, ""1"": 83, ""2"": 35, ""3"": 7, ""4"": 2}","{""0"": 226, ""1"": 82, ""2"": 46, ""3"": 10, ""4"": 1}","[0.652, 0.227, 0.096, 0.019, 0.005]","[0.619, 0.225, 0.126, 0.027, 0.003]"
735,246,Morning,"{""0"": 330, ""1"": 32, ""2"": 2, ""4"": 1, ""3"": 0}","{""0"": 355, ""1"": 8, ""2"": 2}","[0.904, 0.088, 0.005, 0.0, 0.003]","[0.973, 0.022, 0.005]"
736,246,Day,"{""0"": 338, ""1"": 23, ""2"": 3, ""4"": 1, ""3"": 0}","{""0"": 332, ""1"": 28, ""2"": 5}","[0.926, 0.063, 0.008, 0.0, 0.003]","[0.91, 0.077, 0.014]"
737,246,Evening,"{""0"": 310, ""1"": 44, ""2"": 10, ""3"": 1}","{""0"": 301, ""1"": 49, ""2"": 14, ""4"": 1, ""3"": 0}","[0.849, 0.121, 0.027, 0.003]","[0.825, 0.134, 0.038, 0.0, 0.003]"
738,247,Morning,"{""0"": 350, ""1"": 15}","{""0"": 360, ""1"": 5}","[0.959, 0.041]","[0.986, 0.014]"
739,247,Day,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 336, ""1"": 28, ""2"": 1}","[0.923, 0.068, 0.008]","[0.921, 0.077, 0.003]"
740,247,Evening,"{""0"": 324, ""1"": 36, ""2"": 4, ""3"": 1}","{""0"": 296, ""1"": 59, ""2"": 10}","[0.888, 0.099, 0.011, 0.003]","[0.811, 0.162, 0.027]"
741,248,Morning,"{""0"": 324, ""1"": 36, ""2"": 5}","{""0"": 353, ""1"": 12}","[0.888, 0.099, 0.014]","[0.967, 0.033]"
742,248,Day,"{""0"": 323, ""1"": 35, ""2"": 6, ""3"": 1}","{""0"": 322, ""1"": 38, ""2"": 5}","[0.885, 0.096, 0.016, 0.003]","[0.882, 0.104, 0.014]"
743,248,Evening,"{""0"": 298, ""1"": 57, ""2"": 6, ""3"": 3, ""4"": 1}","{""0"": 282, ""1"": 60, ""2"": 21, ""3"": 2}","[0.816, 0.156, 0.016, 0.008, 0.003]","[0.773, 0.164, 0.058, 0.005]"
744,249,Morning,"{""0"": 336, ""1"": 25, ""2"": 4}","{""0"": 358, ""1"": 7}","[0.921, 0.068, 0.011]","[0.981, 0.019]"
745,249,Day,"{""0"": 332, ""1"": 30, ""2"": 2, ""4"": 1, ""3"": 0}","{""0"": 337, ""1"": 24, ""2"": 3, ""3"": 1}","[0.91, 0.082, 0.005, 0.0, 0.003]","[0.923, 0.066, 0.008, 0.003]"
746,249,Evening,"{""0"": 321, ""1"": 37, ""2"": 6, ""3"": 1}","{""0"": 294, ""1"": 59, ""2"": 10, ""3"": 2}","[0.879, 0.101, 0.016, 0.003]","[0.805, 0.162, 0.027, 0.005]"
747,250,Morning,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.951, 0.047, 0.003]","[0.981, 0.016, 0.003]"
748,250,Day,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 348, ""1"": 16, ""2"": 1}","[0.942, 0.049, 0.008]","[0.953, 0.044, 0.003]"
749,250,Evening,"{""0"": 310, ""1"": 49, ""2"": 4, ""3"": 2}","{""0"": 300, ""1"": 53, ""2"": 9, ""3"": 2, ""4"": 1}","[0.849, 0.134, 0.011, 0.005]","[0.822, 0.145, 0.025, 0.005, 0.003]"
750,251,Morning,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.97, 0.027, 0.003]","[0.956, 0.041, 0.003]"
751,251,Day,"{""0"": 342, ""1"": 18, ""2"": 4, ""3"": 1}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.937, 0.049, 0.011, 0.003]","[0.918, 0.077, 0.005]"
752,251,Evening,"{""0"": 337, ""1"": 20, ""2"": 7, ""3"": 1}","{""0"": 324, ""1"": 35, ""2"": 6}","[0.923, 0.055, 0.019, 0.003]","[0.888, 0.096, 0.016]"
753,252,Morning,"{""0"": 318, ""1"": 42, ""2"": 5}","{""0"": 358, ""1"": 7}","[0.871, 0.115, 0.014]","[0.981, 0.019]"
754,252,Day,"{""0"": 324, ""1"": 32, ""2"": 9}","{""0"": 328, ""1"": 34, ""2"": 2, ""3"": 1}","[0.888, 0.088, 0.025]","[0.899, 0.093, 0.005, 0.003]"
755,252,Evening,"{""0"": 304, ""1"": 45, ""2"": 13, ""3"": 3}","{""0"": 276, ""1"": 54, ""2"": 27, ""3"": 4, ""4"": 4}","[0.833, 0.123, 0.036, 0.008]","[0.756, 0.148, 0.074, 0.011, 0.011]"
756,253,Morning,"{""0"": 314, ""1"": 44, ""2"": 7}","{""0"": 351, ""1"": 14}","[0.86, 0.121, 0.019]","[0.962, 0.038]"
757,253,Day,"{""0"": 331, ""1"": 28, ""2"": 5, ""4"": 1, ""3"": 0}","{""0"": 323, ""1"": 36, ""2"": 6}","[0.907, 0.077, 0.014, 0.0, 0.003]","[0.885, 0.099, 0.016]"
758,253,Evening,"{""0"": 275, ""1"": 69, ""2"": 19, ""3"": 2}","{""0"": 262, ""1"": 69, ""2"": 25, ""3"": 8, ""4"": 1}","[0.753, 0.189, 0.052, 0.005]","[0.718, 0.189, 0.068, 0.022, 0.003]"
759,254,Morning,"{""0"": 349, ""1"": 14, ""2"": 1, ""3"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}","[0.956, 0.038, 0.003, 0.003]","[0.97, 0.027, 0.003]"
760,254,Day,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 343, ""1"": 20, ""2"": 1, ""3"": 1}","[0.945, 0.049, 0.005]","[0.94, 0.055, 0.003, 0.003]"
761,254,Evening,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 304, ""1"": 52, ""2"": 8, ""3"": 1}","[0.918, 0.077, 0.005]","[0.833, 0.142, 0.022, 0.003]"
