,Zone,Period,Pickup occurences,Delivery occurences
0,1,0,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}"
1,1,1,"{""0"": 362, ""1"": 3}","{""0"": 360, ""1"": 4, ""2"": 1}"
2,1,2,"{""0"": 363, ""1"": 2}","{""0"": 361, ""1"": 3, ""2"": 1}"
3,1,3,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
4,1,4,"{""0"": 365}","{""0"": 364, ""1"": 1}"
5,1,5,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 362, ""1"": 3}"
6,1,6,"{""0"": 348, ""1"": 14, ""2"": 3}","{""0"": 346, ""1"": 19}"
7,1,7,"{""0"": 352, ""1"": 11, ""2"": 2}","{""0"": 324, ""1"": 40, ""2"": 1}"
8,1,8,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 322, ""1"": 39, ""2"": 4}"
9,1,9,"{""0"": 354, ""1"": 11}","{""0"": 336, ""1"": 25, ""2"": 4}"
10,1,10,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}"
11,1,11,"{""0"": 355, ""1"": 10}","{""0"": 350, ""1"": 14, ""2"": 1}"
12,1,12,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 345, ""1"": 19, ""2"": 1}"
13,1,13,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 345, ""1"": 19, ""2"": 1}"
14,1,14,"{""0"": 336, ""1"": 28, ""2"": 1}","{""0"": 344, ""1"": 20, ""2"": 1}"
15,1,15,"{""0"": 319, ""1"": 40, ""2"": 6}","{""0"": 333, ""1"": 31, ""3"": 1}"
16,1,16,"{""0"": 308, ""1"": 52, ""2"": 5}","{""0"": 330, ""1"": 33, ""2"": 1, ""3"": 1}"
17,1,17,"{""0"": 327, ""1"": 29, ""2"": 9}","{""0"": 335, ""1"": 28, ""2"": 2}"
18,1,18,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 344, ""1"": 19, ""2"": 2}"
19,1,19,"{""0"": 349, ""1"": 16}","{""0"": 349, ""1"": 16}"
20,1,20,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 342, ""1"": 22, ""2"": 1}"
21,1,21,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 2}"
22,1,22,"{""0"": 355, ""1"": 10}","{""0"": 348, ""1"": 17}"
23,1,23,"{""0"": 361, ""1"": 4}","{""0"": 356, ""1"": 9}"
24,2,0,"{""0"": 365}","{""0"": 360, ""1"": 5}"
25,2,1,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}"
26,2,2,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 363, ""1"": 1, ""2"": 1}"
27,2,3,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
28,2,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
29,2,5,"{""0"": 357, ""1"": 8}","{""0"": 347, ""1"": 17, ""2"": 1}"
30,2,6,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 343, ""1"": 21, ""2"": 1}"
31,2,7,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 356, ""1"": 9}"
32,2,8,"{""0"": 358, ""1"": 7}","{""0"": 357, ""1"": 7, ""2"": 1}"
33,2,9,"{""0"": 357, ""1"": 8}","{""0"": 360, ""1"": 4, ""2"": 1}"
34,2,10,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 356, ""1"": 9}"
35,2,11,"{""0"": 351, ""1"": 12, ""2"": 2}","{""0"": 352, ""1"": 12, ""2"": 1}"
36,2,12,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 337, ""1"": 26, ""2"": 2}"
37,2,13,"{""0"": 339, ""1"": 24, ""2"": 2}","{""0"": 332, ""1"": 28, ""2"": 4, ""3"": 1}"
38,2,14,"{""0"": 337, ""1"": 24, ""2"": 4}","{""0"": 344, ""1"": 17, ""2"": 3, ""3"": 1}"
39,2,15,"{""0"": 342, ""1"": 19, ""2"": 4}","{""0"": 343, ""1"": 20, ""2"": 2}"
40,2,16,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 337, ""1"": 23, ""2"": 5}"
41,2,17,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 332, ""1"": 29, ""2"": 4}"
42,2,18,"{""0"": 343, ""1"": 20, ""2"": 2}","{""0"": 338, ""1"": 25, ""2"": 2}"
43,2,19,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}"
44,2,20,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}"
45,2,21,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}"
46,2,22,"{""0"": 358, ""1"": 7}","{""0"": 359, ""1"": 6}"
47,2,23,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
48,3,0,"{""0"": 365}","{""0"": 363, ""1"": 2}"
49,3,1,"{""0"": 365}","{""0"": 365}"
50,3,2,"{""0"": 364, ""1"": 1}","{""0"": 365}"
51,3,3,"{""0"": 363, ""1"": 2}","{""0"": 365}"
52,3,4,"{""0"": 363, ""1"": 2}","{""0"": 365}"
53,3,5,"{""0"": 362, ""1"": 3}","{""0"": 364, ""1"": 1}"
54,3,6,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 357, ""1"": 8}"
55,3,7,"{""0"": 343, ""1"": 20, ""2"": 1, ""3"": 1}","{""0"": 356, ""1"": 9}"
56,3,8,"{""0"": 344, ""1"": 20, ""3"": 1}","{""0"": 357, ""1"": 6, ""2"": 2}"
57,3,9,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 349, ""1"": 13, ""2"": 3}"
58,3,10,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 346, ""1"": 14, ""2"": 5}"
59,3,11,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 340, ""1"": 18, ""2"": 4, ""3"": 3}"
60,3,12,"{""0"": 342, ""1"": 20, ""2"": 2, ""4"": 1}","{""0"": 327, ""1"": 27, ""2"": 9, ""3"": 1, ""5"": 1}"
61,3,13,"{""0"": 334, ""1"": 26, ""2"": 4, ""3"": 1}","{""0"": 318, ""1"": 37, ""2"": 6, ""3"": 4}"
62,3,14,"{""0"": 328, ""1"": 31, ""2"": 6}","{""0"": 325, ""1"": 33, ""2"": 6, ""3"": 1}"
63,3,15,"{""0"": 328, ""1"": 28, ""2"": 9}","{""0"": 336, ""1"": 25, ""2"": 3, ""4"": 1}"
64,3,16,"{""0"": 328, ""1"": 26, ""2"": 10, ""3"": 1}","{""0"": 332, ""1"": 28, ""2"": 5}"
65,3,17,"{""0"": 335, ""1"": 25, ""2"": 2, ""3"": 3}","{""0"": 331, ""1"": 30, ""2"": 4}"
66,3,18,"{""0"": 348, ""1"": 15, ""2"": 1, ""3"": 1}","{""0"": 333, ""1"": 31, ""2"": 1}"
67,3,19,"{""0"": 346, ""1"": 19}","{""0"": 333, ""1"": 32}"
68,3,20,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 338, ""1"": 26, ""2"": 1}"
69,3,21,"{""0"": 359, ""1"": 6}","{""0"": 352, ""1"": 12, ""2"": 1}"
70,3,22,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}"
71,3,23,"{""0"": 363, ""1"": 2}","{""0"": 361, ""1"": 4}"
72,4,0,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 352, ""1"": 13}"
73,4,1,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 8}"
74,4,2,"{""0"": 361, ""1"": 4}","{""0"": 363, ""1"": 2}"
75,4,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
76,4,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
77,4,5,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 343, ""1"": 22}"
78,4,6,"{""0"": 341, ""1"": 22, ""2"": 2}","{""0"": 336, ""1"": 28, ""2"": 1}"
79,4,7,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 346, ""1"": 19}"
80,4,8,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 330, ""1"": 33, ""2"": 2}"
81,4,9,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 325, ""1"": 39, ""2"": 1}"
82,4,10,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 327, ""1"": 36, ""2"": 2}"
83,4,11,"{""0"": 334, ""1"": 29, ""2"": 1, ""4"": 1}","{""0"": 325, ""1"": 34, ""2"": 6}"
84,4,12,"{""0"": 324, ""1"": 36, ""2"": 4, ""4"": 1}","{""0"": 317, ""1"": 40, ""2"": 5, ""3"": 3}"
85,4,13,"{""0"": 336, ""1"": 24, ""2"": 5}","{""0"": 323, ""1"": 34, ""2"": 6, ""3"": 2}"
86,4,14,"{""0"": 332, ""1"": 29, ""2"": 3, ""3"": 1}","{""0"": 341, ""1"": 19, ""2"": 4, ""3"": 1}"
87,4,15,"{""0"": 325, ""1"": 31, ""2"": 7, ""3"": 2}","{""0"": 332, ""1"": 32, ""2"": 1}"
88,4,16,"{""0"": 311, ""1"": 46, ""2"": 7, ""3"": 1}","{""0"": 317, ""1"": 44, ""2"": 2, ""3"": 2}"
89,4,17,"{""0"": 309, ""1"": 46, ""2"": 9, ""3"": 1}","{""0"": 310, ""1"": 47, ""2"": 6, ""3"": 2}"
90,4,18,"{""0"": 325, ""1"": 33, ""2"": 7}","{""0"": 320, ""1"": 42, ""2"": 2, ""4"": 1}"
91,4,19,"{""0"": 332, ""1"": 30, ""2"": 3}","{""0"": 330, ""1"": 32, ""2"": 2, ""5"": 1}"
92,4,20,"{""0"": 333, ""1"": 29, ""2"": 3}","{""0"": 341, ""1"": 22, ""2"": 1, ""4"": 1}"
93,4,21,"{""0"": 344, ""1"": 18, ""2"": 2, ""4"": 1}","{""0"": 342, ""1"": 22, ""2"": 1}"
94,4,22,"{""0"": 354, ""1"": 9, ""2"": 1, ""3"": 1}","{""0"": 338, ""1"": 24, ""2"": 3}"
95,4,23,"{""0"": 362, ""1"": 3}","{""0"": 353, ""1"": 10, ""2"": 2}"
96,5,0,"{""0"": 361, ""1"": 4}","{""0"": 344, ""1"": 21}"
97,5,1,"{""0"": 364, ""1"": 1}","{""0"": 349, ""1"": 16}"
98,5,2,"{""0"": 362, ""1"": 3}","{""0"": 350, ""1"": 15}"
99,5,3,"{""0"": 361, ""1"": 4}","{""0"": 353, ""1"": 12}"
100,5,4,"{""0"": 362, ""1"": 2, ""2"": 1}","{""0"": 358, ""1"": 6, ""3"": 1}"
101,5,5,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 359, ""1"": 5, ""3"": 1}"
102,5,6,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 362, ""1"": 3}"
103,5,7,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 362, ""1"": 2, ""2"": 1}"
104,5,8,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 361, ""1"": 3, ""2"": 1}"
105,5,9,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 360, ""1"": 5}"
106,5,10,"{""0"": 352, ""1"": 13}","{""0"": 353, ""1"": 12}"
107,5,11,"{""0"": 349, ""1"": 16}","{""0"": 348, ""1"": 17}"
108,5,12,"{""0"": 348, ""1"": 17}","{""0"": 350, ""1"": 15}"
109,5,13,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 353, ""1"": 12}"
110,5,14,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 355, ""1"": 9, ""2"": 1}"
111,5,15,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 355, ""1"": 8, ""2"": 2}"
112,5,16,"{""0"": 350, ""1"": 13, ""2"": 2}","{""0"": 347, ""1"": 18}"
113,5,17,"{""0"": 349, ""1"": 16}","{""0"": 343, ""1"": 22}"
114,5,18,"{""0"": 349, ""1"": 16}","{""0"": 346, ""1"": 19}"
115,5,19,"{""0"": 347, ""1"": 18}","{""0"": 346, ""1"": 19}"
116,5,20,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}"
117,5,21,"{""0"": 357, ""1"": 8}","{""0"": 343, ""1"": 21, ""2"": 1}"
118,5,22,"{""0"": 358, ""1"": 7}","{""0"": 346, ""1"": 18, ""2"": 1}"
119,5,23,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}"
120,6,0,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
121,6,1,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
122,6,2,"{""0"": 365}","{""0"": 365}"
123,6,3,"{""0"": 365}","{""0"": 365}"
124,6,4,"{""0"": 364, ""1"": 1}","{""0"": 365}"
125,6,5,"{""0"": 355, ""1"": 10}","{""0"": 365}"
126,6,6,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 364, ""1"": 1}"
127,6,7,"{""0"": 342, ""1"": 22, ""2"": 1}","{""0"": 353, ""1"": 12}"
128,6,8,"{""0"": 356, ""1"": 9}","{""0"": 351, ""1"": 13, ""2"": 1}"
129,6,9,"{""0"": 360, ""1"": 5}","{""0"": 356, ""1"": 8, ""2"": 1}"
130,6,10,"{""0"": 357, ""1"": 8}","{""0"": 354, ""1"": 11}"
131,6,11,"{""0"": 356, ""1"": 9}","{""0"": 352, ""1"": 13}"
132,6,12,"{""0"": 351, ""1"": 14}","{""0"": 355, ""1"": 9, ""2"": 1}"
133,6,13,"{""0"": 351, ""1"": 14}","{""0"": 348, ""1"": 17}"
134,6,14,"{""0"": 357, ""1"": 8}","{""0"": 341, ""1"": 24}"
135,6,15,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 339, ""1"": 25, ""2"": 1}"
136,6,16,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 340, ""1"": 25}"
137,6,17,"{""0"": 339, ""1"": 26}","{""0"": 341, ""1"": 22, ""2"": 2}"
138,6,18,"{""0"": 346, ""1"": 19}","{""0"": 337, ""1"": 26, ""2"": 2}"
139,6,19,"{""0"": 349, ""1"": 16}","{""0"": 349, ""1"": 14, ""2"": 2}"
140,6,20,"{""0"": 355, ""1"": 10}","{""0"": 357, ""1"": 8}"
141,6,21,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 6}"
142,6,22,"{""0"": 362, ""1"": 3}","{""0"": 358, ""1"": 7}"
143,6,23,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}"
144,7,0,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 7, ""2"": 1}"
145,7,1,"{""0"": 364, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
146,7,2,"{""0"": 362, ""1"": 3}","{""0"": 358, ""1"": 7}"
147,7,3,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
148,7,4,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
149,7,5,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}"
150,7,6,"{""0"": 352, ""1"": 13}","{""0"": 360, ""1"": 5}"
151,7,7,"{""0"": 344, ""1"": 19, ""2"": 2}","{""0"": 345, ""1"": 20}"
152,7,8,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 331, ""1"": 33, ""2"": 1}"
153,7,9,"{""0"": 338, ""1"": 27}","{""0"": 326, ""1"": 35, ""2"": 3, ""3"": 1}"
154,7,10,"{""0"": 335, ""1"": 30}","{""0"": 320, ""1"": 39, ""2"": 4, ""3"": 2}"
155,7,11,"{""0"": 326, ""1"": 36, ""2"": 3}","{""0"": 318, ""1"": 38, ""2"": 5, ""3"": 3, ""5"": 1}"
156,7,12,"{""0"": 316, ""1"": 42, ""2"": 3, ""3"": 4}","{""0"": 309, ""1"": 41, ""2"": 12, ""3"": 3}"
157,7,13,"{""0"": 303, ""1"": 47, ""2"": 12, ""3"": 2, ""5"": 1}","{""0"": 298, ""1"": 49, ""2"": 12, ""3"": 4, ""5"": 1, ""7"": 1}"
158,7,14,"{""0"": 301, ""1"": 46, ""2"": 12, ""3"": 4, ""4"": 1, ""5"": 1}","{""0"": 296, ""1"": 51, ""2"": 14, ""3"": 3, ""6"": 1}"
159,7,15,"{""0"": 304, ""1"": 44, ""2"": 11, ""3"": 5, ""5"": 1}","{""0"": 308, ""1"": 47, ""2"": 10}"
160,7,16,"{""0"": 310, ""1"": 44, ""2"": 7, ""3"": 3, ""4"": 1}","{""0"": 286, ""1"": 70, ""2"": 8, ""4"": 1}"
161,7,17,"{""0"": 294, ""1"": 61, ""2"": 9, ""3"": 1}","{""0"": 268, ""1"": 83, ""2"": 11, ""3"": 3}"
162,7,18,"{""0"": 280, ""1"": 70, ""2"": 12, ""3"": 3}","{""0"": 277, ""1"": 74, ""2"": 13, ""3"": 1}"
163,7,19,"{""0"": 289, ""1"": 62, ""2"": 12, ""3"": 2}","{""0"": 301, ""1"": 51, ""2"": 13}"
164,7,20,"{""0"": 301, ""1"": 63, ""2"": 1}","{""0"": 325, ""1"": 36, ""2"": 4}"
165,7,21,"{""0"": 330, ""1"": 33, ""2"": 2}","{""0"": 343, ""1"": 21, ""2"": 1}"
166,7,22,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 352, ""1"": 13}"
167,7,23,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}"
168,8,0,"{""0"": 358, ""1"": 6, ""4"": 1}","{""0"": 350, ""1"": 14, ""3"": 1}"
169,8,1,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 354, ""1"": 9, ""2"": 1, ""3"": 1}"
170,8,2,"{""0"": 358, ""1"": 5, ""2"": 2}","{""0"": 352, ""1"": 11, ""2"": 2}"
171,8,3,"{""0"": 355, ""1"": 10}","{""0"": 353, ""1"": 12}"
172,8,4,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 6}"
173,8,5,"{""0"": 345, ""1"": 20}","{""0"": 362, ""1"": 3}"
174,8,6,"{""0"": 332, ""1"": 32, ""2"": 1}","{""0"": 360, ""1"": 5}"
175,8,7,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 355, ""1"": 10}"
176,8,8,"{""0"": 325, ""1"": 39, ""2"": 1}","{""0"": 346, ""1"": 19}"
177,8,9,"{""0"": 336, ""1"": 25, ""2"": 4}","{""0"": 340, ""1"": 22, ""2"": 3}"
178,8,10,"{""0"": 334, ""1"": 26, ""2"": 5}","{""0"": 329, ""1"": 34, ""2"": 2}"
179,8,11,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 324, ""1"": 34, ""2"": 6, ""3"": 1}"
180,8,12,"{""0"": 336, ""1"": 26, ""2"": 3}","{""0"": 327, ""1"": 31, ""2"": 4, ""3"": 3}"
181,8,13,"{""0"": 326, ""1"": 34, ""2"": 4, ""3"": 1}","{""0"": 320, ""1"": 39, ""2"": 5, ""3"": 1}"
182,8,14,"{""0"": 328, ""1"": 31, ""2"": 2, ""3"": 3, ""4"": 1}","{""0"": 317, ""1"": 40, ""2"": 7, ""3"": 1}"
183,8,15,"{""0"": 318, ""1"": 39, ""2"": 6, ""3"": 1, ""4"": 1}","{""0"": 312, ""1"": 47, ""2"": 5, ""3"": 1}"
184,8,16,"{""0"": 302, ""1"": 53, ""2"": 9, ""3"": 1}","{""0"": 292, ""1"": 61, ""2"": 10, ""3"": 1, ""5"": 1}"
185,8,17,"{""0"": 305, ""1"": 52, ""2"": 7, ""3"": 1}","{""0"": 283, ""1"": 70, ""2"": 7, ""3"": 4, ""4"": 1}"
186,8,18,"{""0"": 298, ""1"": 56, ""2"": 9, ""3"": 2}","{""0"": 293, ""1"": 63, ""2"": 8, ""3"": 1}"
187,8,19,"{""0"": 301, ""1"": 52, ""2"": 11, ""3"": 1}","{""0"": 308, ""1"": 49, ""2"": 7, ""3"": 1}"
188,8,20,"{""0"": 323, ""1"": 37, ""2"": 5}","{""0"": 316, ""1"": 45, ""2"": 4}"
189,8,21,"{""0"": 335, ""1"": 27, ""2"": 3}","{""0"": 322, ""1"": 39, ""2"": 4}"
190,8,22,"{""0"": 344, ""1"": 19, ""2"": 2}","{""0"": 328, ""1"": 36, ""2"": 1}"
191,8,23,"{""0"": 357, ""1"": 8}","{""0"": 350, ""1"": 15}"
192,9,0,"{""0"": 361, ""1"": 4}","{""0"": 358, ""1"": 7}"
193,9,1,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}"
194,9,2,"{""0"": 365}","{""0"": 365}"
195,9,3,"{""0"": 365}","{""0"": 364, ""1"": 1}"
196,9,4,"{""0"": 365}","{""0"": 364, ""1"": 1}"
197,9,5,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 365}"
198,9,6,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 348, ""1"": 17}"
199,9,7,"{""0"": 349, ""1"": 16}","{""0"": 343, ""1"": 22}"
200,9,8,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 356, ""1"": 8, ""3"": 1}"
201,9,9,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
202,9,10,"{""0"": 351, ""1"": 14}","{""0"": 355, ""1"": 10}"
203,9,11,"{""0"": 350, ""1"": 15}","{""0"": 356, ""1"": 9}"
204,9,12,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 349, ""1"": 16}"
205,9,13,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 341, ""1"": 21, ""2"": 3}"
206,9,14,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 1, ""3"": 1}"
207,9,15,"{""0"": 354, ""1"": 11}","{""0"": 347, ""1"": 18}"
208,9,16,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 342, ""1"": 23}"
209,9,17,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 333, ""1"": 29, ""2"": 3}"
210,9,18,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 331, ""1"": 29, ""2"": 5}"
211,9,19,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 331, ""1"": 33, ""2"": 1}"
212,9,20,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 335, ""1"": 30}"
213,9,21,"{""0"": 344, ""1"": 19, ""3"": 2}","{""0"": 346, ""1"": 17, ""2"": 1, ""3"": 1}"
214,9,22,"{""0"": 348, ""1"": 15, ""2"": 2}","{""0"": 350, ""1"": 14, ""2"": 1}"
215,9,23,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 8}"
216,10,0,"{""0"": 358, ""1"": 7}","{""0"": 354, ""1"": 11}"
217,10,1,"{""0"": 361, ""1"": 4}","{""0"": 361, ""1"": 4}"
218,10,2,"{""0"": 361, ""1"": 4}","{""0"": 362, ""1"": 3}"
219,10,3,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}"
220,10,4,"{""0"": 361, ""1"": 4}","{""0"": 364, ""1"": 1}"
221,10,5,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 363, ""1"": 2}"
222,10,6,"{""0"": 331, ""1"": 34}","{""0"": 362, ""1"": 2, ""2"": 1}"
223,10,7,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
224,10,8,"{""0"": 347, ""1"": 18}","{""0"": 358, ""1"": 7}"
225,10,9,"{""0"": 351, ""1"": 14}","{""0"": 359, ""1"": 5, ""2"": 1}"
226,10,10,"{""0"": 344, ""1"": 21}","{""0"": 352, ""1"": 12, ""2"": 1}"
227,10,11,"{""0"": 335, ""1"": 29, ""2"": 1}","{""0"": 345, ""1"": 19, ""2"": 1}"
228,10,12,"{""0"": 334, ""1"": 30, ""2"": 1}","{""0"": 345, ""1"": 17, ""2"": 3}"
229,10,13,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 348, ""1"": 16, ""2"": 1}"
230,10,14,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 340, ""1"": 24, ""2"": 1}"
231,10,15,"{""0"": 334, ""1"": 29, ""2"": 2}","{""0"": 310, ""1"": 51, ""2"": 3, ""3"": 1}"
232,10,16,"{""0"": 332, ""1"": 30, ""2"": 3}","{""0"": 292, ""1"": 64, ""2"": 9}"
233,10,17,"{""0"": 329, ""1"": 32, ""2"": 4}","{""0"": 301, ""1"": 53, ""2"": 11}"
234,10,18,"{""0"": 329, ""1"": 31, ""2"": 5}","{""0"": 309, ""1"": 51, ""2"": 5}"
235,10,19,"{""0"": 329, ""1"": 34, ""2"": 2}","{""0"": 318, ""1"": 43, ""2"": 4}"
236,10,20,"{""0"": 334, ""1"": 30, ""2"": 1}","{""0"": 328, ""1"": 36, ""2"": 1}"
237,10,21,"{""0"": 333, ""1"": 30, ""2"": 2}","{""0"": 341, ""1"": 24}"
238,10,22,"{""0"": 343, ""1"": 21, ""2"": 1}","{""0"": 344, ""1"": 21}"
239,10,23,"{""0"": 361, ""1"": 4}","{""0"": 356, ""1"": 9}"
240,11,0,"{""0"": 362, ""1"": 3}","{""0"": 347, ""1"": 18}"
241,11,1,"{""0"": 362, ""1"": 3}","{""0"": 350, ""1"": 15}"
242,11,2,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}"
243,11,3,"{""0"": 364, ""1"": 1}","{""0"": 365}"
244,11,4,"{""0"": 365}","{""0"": 365}"
245,11,5,"{""0"": 358, ""1"": 7}","{""0"": 364, ""1"": 1}"
246,11,6,"{""0"": 346, ""1"": 16, ""2"": 2, ""3"": 1}","{""0"": 361, ""1"": 3, ""2"": 1}"
247,11,7,"{""0"": 338, ""1"": 25, ""2"": 1, ""3"": 1}","{""0"": 357, ""1"": 6, ""2"": 2}"
248,11,8,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 359, ""1"": 6}"
249,11,9,"{""0"": 353, ""1"": 12}","{""0"": 362, ""1"": 3}"
250,11,10,"{""0"": 344, ""1"": 21}","{""0"": 356, ""1"": 7, ""2"": 2}"
251,11,11,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 350, ""1"": 14, ""2"": 1}"
252,11,12,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 345, ""1"": 20}"
253,11,13,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 2}"
254,11,14,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 337, ""1"": 26, ""2"": 2}"
255,11,15,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 335, ""1"": 27, ""2"": 3}"
256,11,16,"{""0"": 347, ""1"": 16, ""2"": 1, ""3"": 1}","{""0"": 334, ""1"": 26, ""2"": 5}"
257,11,17,"{""0"": 346, ""1"": 16, ""2"": 3}","{""0"": 332, ""1"": 28, ""2"": 5}"
258,11,18,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 335, ""1"": 28, ""2"": 2}"
259,11,19,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 343, ""1"": 17, ""2"": 4, ""3"": 1}"
260,11,20,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 1, ""4"": 1}"
261,11,21,"{""0"": 350, ""1"": 13, ""2"": 2}","{""0"": 344, ""1"": 19, ""2"": 2}"
262,11,22,"{""0"": 356, ""1"": 9}","{""0"": 347, ""1"": 16, ""2"": 2}"
