,Zone,Period,Pickup occurences,Delivery occurences
4799,200,23,"{""0"": 355, ""1"": 8, ""2"": 2}","{""0"": 339, ""1"": 26}"
4800,201,0,"{""0"": 351, ""1"": 11, ""2"": 3}","{""0"": 354, ""1"": 11}"
4801,201,1,"{""0"": 355, ""1"": 8, ""2"": 2}","{""0"": 356, ""1"": 9}"
4802,201,2,"{""0"": 360, ""1"": 5}","{""0"": 358, ""1"": 7}"
4803,201,3,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 361, ""1"": 4}"
4804,201,4,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 363, ""1"": 2}"
4805,201,5,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 363, ""1"": 2}"
4806,201,6,"{""0"": 305, ""1"": 50, ""2"": 9, ""3"": 1}","{""0"": 359, ""1"": 4, ""2"": 2}"
4807,201,7,"{""0"": 299, ""1"": 56, ""2"": 10}","{""0"": 351, ""1"": 11, ""2"": 3}"
4808,201,8,"{""0"": 315, ""1"": 46, ""2"": 4}","{""0"": 341, ""1"": 23, ""2"": 1}"
4809,201,9,"{""0"": 334, ""1"": 28, ""2"": 3}","{""0"": 341, ""1"": 23, ""2"": 1}"
4810,201,10,"{""0"": 337, ""1"": 28}","{""0"": 346, ""1"": 18, ""2"": 1}"
4811,201,11,"{""0"": 336, ""1"": 25, ""2"": 4}","{""0"": 332, ""1"": 30, ""2"": 3}"
4812,201,12,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 320, ""1"": 41, ""2"": 3, ""3"": 1}"
4813,201,13,"{""0"": 317, ""1"": 44, ""2"": 4}","{""0"": 319, ""1"": 41, ""2"": 3, ""3"": 1, ""4"": 1}"
4814,201,14,"{""0"": 319, ""1"": 36, ""2"": 9, ""3"": 1}","{""0"": 311, ""1"": 45, ""2"": 8, ""3"": 1}"
4815,201,15,"{""0"": 309, ""1"": 45, ""2"": 9, ""3"": 2}","{""0"": 292, ""1"": 67, ""2"": 5, ""3"": 1}"
4816,201,16,"{""0"": 289, ""1"": 64, ""2"": 11, ""4"": 1}","{""0"": 276, ""1"": 69, ""2"": 17, ""3"": 3}"
4817,201,17,"{""0"": 288, ""1"": 65, ""2"": 10, ""3"": 2}","{""0"": 279, ""1"": 63, ""2"": 16, ""3"": 7}"
4818,201,18,"{""0"": 296, ""1"": 63, ""2"": 5, ""4"": 1}","{""0"": 273, ""1"": 76, ""2"": 13, ""3"": 2, ""4"": 1}"
4819,201,19,"{""0"": 304, ""1"": 57, ""2"": 4}","{""0"": 276, ""1"": 80, ""2"": 9}"
4820,201,20,"{""0"": 322, ""1"": 40, ""2"": 3}","{""0"": 308, ""1"": 53, ""2"": 3, ""3"": 1}"
4821,201,21,"{""0"": 334, ""1"": 29, ""2"": 2}","{""0"": 311, ""1"": 47, ""2"": 7}"
4822,201,22,"{""0"": 344, ""1"": 21}","{""0"": 326, ""1"": 37, ""2"": 2}"
4823,201,23,"{""0"": 356, ""1"": 9}","{""0"": 359, ""1"": 6}"
4824,202,0,"{""0"": 328, ""1"": 31, ""2"": 5, ""3"": 1}","{""0"": 331, ""1"": 33, ""2"": 1}"
4825,202,1,"{""0"": 336, ""1"": 26, ""2"": 2, ""3"": 1}","{""0"": 339, ""1"": 24, ""2"": 1, ""5"": 1}"
4826,202,2,"{""0"": 336, ""1"": 29}","{""0"": 351, ""1"": 11, ""2"": 2, ""4"": 1}"
4827,202,3,"{""0"": 337, ""1"": 28}","{""0"": 351, ""1"": 12, ""2"": 1, ""3"": 1}"
4828,202,4,"{""0"": 345, ""1"": 19, ""3"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}"
4829,202,5,"{""0"": 330, ""1"": 32, ""2"": 3}","{""0"": 327, ""1"": 33, ""2"": 3, ""3"": 2}"
4830,202,6,"{""0"": 222, ""1"": 104, ""2"": 32, ""3"": 5, ""4"": 2}","{""0"": 269, ""1"": 75, ""2"": 17, ""3"": 4}"
4831,202,7,"{""0"": 208, ""1"": 92, ""2"": 49, ""3"": 13, ""4"": 3}","{""0"": 208, ""1"": 78, ""2"": 49, ""3"": 19, ""4"": 8, ""5"": 3}"
4832,202,8,"{""0"": 263, ""1"": 72, ""2"": 21, ""3"": 8, ""4"": 1}","{""0"": 171, ""1"": 93, ""2"": 52, ""3"": 32, ""4"": 13, ""5"": 4}"
4833,202,9,"{""0"": 244, ""1"": 97, ""2"": 19, ""3"": 4, ""4"": 1}","{""0"": 196, ""1"": 105, ""2"": 43, ""3"": 16, ""4"": 4, ""5"": 1}"
4834,202,10,"{""0"": 216, ""1"": 100, ""2"": 39, ""3"": 9, ""4"": 1}","{""0"": 230, ""1"": 105, ""2"": 20, ""3"": 8, ""4"": 1, ""5"": 1}"
4835,202,11,"{""0"": 216, ""1"": 87, ""2"": 48, ""3"": 10, ""4"": 3, ""5"": 1}","{""0"": 224, ""1"": 106, ""2"": 31, ""3"": 3, ""4"": 1}"
4836,202,12,"{""0"": 183, ""1"": 116, ""2"": 53, ""3"": 10, ""4"": 2, ""6"": 1}","{""0"": 224, ""1"": 102, ""2"": 31, ""3"": 5, ""4"": 2, ""5"": 1}"
4837,202,13,"{""0"": 151, ""1"": 121, ""2"": 65, ""3"": 22, ""4"": 4, ""6"": 2}","{""0"": 200, ""1"": 127, ""2"": 30, ""3"": 5, ""4"": 1, ""5"": 2}"
4838,202,14,"{""0"": 137, ""1"": 99, ""2"": 77, ""3"": 34, ""4"": 13, ""5"": 4, ""6"": 1}","{""0"": 185, ""1"": 133, ""2"": 34, ""3"": 10, ""4"": 2, ""5"": 1}"
4839,202,15,"{""0"": 131, ""1"": 114, ""2"": 60, ""3"": 38, ""4"": 17, ""5"": 4, ""6"": 1}","{""0"": 208, ""1"": 112, ""2"": 32, ""3"": 9, ""4"": 4}"
4840,202,16,"{""0"": 156, ""1"": 105, ""2"": 68, ""3"": 26, ""4"": 6, ""5"": 3, ""6"": 1}","{""0"": 224, ""1"": 95, ""2"": 35, ""3"": 7, ""4"": 3, ""5"": 1}"
4841,202,17,"{""0"": 173, ""1"": 111, ""2"": 53, ""3"": 16, ""4"": 7, ""5"": 3, ""6"": 2}","{""0"": 216, ""1"": 97, ""2"": 36, ""3"": 12, ""5"": 4}"
4842,202,18,"{""0"": 180, ""1"": 112, ""2"": 50, ""3"": 21, ""4"": 2}","{""0"": 222, ""1"": 97, ""2"": 31, ""3"": 11, ""4"": 3, ""5"": 1}"
4843,202,19,"{""0"": 216, ""1"": 102, ""2"": 37, ""3"": 10}","{""0"": 231, ""1"": 91, ""2"": 33, ""3"": 9, ""4"": 1}"
4844,202,20,"{""0"": 254, ""1"": 90, ""2"": 13, ""3"": 6, ""4"": 1, ""5"": 1}","{""0"": 242, ""1"": 97, ""2"": 21, ""3"": 2, ""4"": 2, ""6"": 1}"
4845,202,21,"{""0"": 245, ""1"": 90, ""2"": 23, ""3"": 5, ""4"": 1, ""5"": 1}","{""0"": 271, ""1"": 72, ""2"": 19, ""3"": 2, ""4"": 1}"
4846,202,22,"{""0"": 268, ""1"": 80, ""2"": 14, ""3"": 3}","{""0"": 296, ""1"": 61, ""2"": 8}"
4847,202,23,"{""0"": 343, ""1"": 19, ""2"": 2, ""3"": 1}","{""0"": 339, ""1"": 26}"
4848,203,0,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 363, ""1"": 2}"
4849,203,1,"{""0"": 363, ""1"": 2}","{""0"": 362, ""1"": 3}"
4850,203,2,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
4851,203,3,"{""0"": 365}","{""0"": 365}"
4852,203,4,"{""0"": 365}","{""0"": 364, ""1"": 1}"
4853,203,5,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
4854,203,6,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
4855,203,7,"{""0"": 364, ""1"": 1}","{""0"": 361, ""1"": 4}"
4856,203,8,"{""0"": 362, ""1"": 3}","{""0"": 356, ""1"": 9}"
4857,203,9,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 7, ""2"": 1}"
4858,203,10,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 8}"
4859,203,11,"{""0"": 363, ""1"": 1, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}"
4860,203,12,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 357, ""1"": 8}"
4861,203,13,"{""0"": 357, ""1"": 8}","{""0"": 353, ""1"": 11, ""2"": 1}"
4862,203,14,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 351, ""1"": 12, ""2"": 2}"
4863,203,15,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}"
4864,203,16,"{""0"": 350, ""1"": 15}","{""0"": 350, ""1"": 14, ""3"": 1}"
4865,203,17,"{""0"": 351, ""1"": 12, ""2"": 2}","{""0"": 354, ""1"": 10, ""2"": 1}"
4866,203,18,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 357, ""1"": 8}"
4867,203,19,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 5, ""2"": 1}"
4868,203,20,"{""0"": 360, ""1"": 5}","{""0"": 362, ""1"": 2, ""2"": 1}"
4869,203,21,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 359, ""1"": 5, ""2"": 1}"
4870,203,22,"{""0"": 357, ""1"": 8}","{""0"": 357, ""1"": 7, ""2"": 1}"
4871,203,23,"{""0"": 361, ""1"": 4}","{""0"": 363, ""1"": 2}"
4872,204,0,"{""0"": 350, ""1"": 12, ""2"": 3}","{""0"": 322, ""1"": 38, ""2"": 5}"
4873,204,1,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 342, ""1"": 21, ""2"": 2}"
4874,204,2,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}"
4875,204,3,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 357, ""1"": 7, ""2"": 1}"
4876,204,4,"{""0"": 351, ""1"": 12, ""2"": 1, ""3"": 1}","{""0"": 344, ""1"": 18, ""2"": 2, ""3"": 1}"
4877,204,5,"{""0"": 338, ""1"": 22, ""2"": 4, ""3"": 1}","{""0"": 241, ""1"": 75, ""2"": 37, ""3"": 11, ""4"": 1}"
4878,204,6,"{""0"": 304, ""1"": 48, ""2"": 10, ""3"": 3}","{""0"": 154, ""1"": 47, ""2"": 47, ""3"": 30, ""4"": 34, ""5"": 24, ""6"": 13, ""7"": 8, ""8"": 5, ""10"": 2, ""12"": 1}"
4879,204,7,"{""0"": 228, ""1"": 81, ""2"": 36, ""3"": 13, ""4"": 3, ""5"": 4}","{""0"": 128, ""1"": 29, ""2"": 27, ""3"": 26, ""4"": 24, ""5"": 24, ""6"": 30, ""7"": 15, ""8"": 17, ""9"": 20, ""10"": 12, ""11"": 8, ""12"": 3, ""13"": 1, ""14"": 1}"
4880,204,8,"{""0"": 216, ""1"": 93, ""2"": 30, ""3"": 19, ""4"": 5, ""5"": 1, ""9"": 1}","{""0"": 125, ""1"": 32, ""2"": 23, ""3"": 40, ""4"": 31, ""5"": 35, ""6"": 25, ""7"": 23, ""8"": 12, ""9"": 10, ""10"": 4, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 2}"
4881,204,9,"{""0"": 253, ""1"": 82, ""2"": 20, ""3"": 5, ""4"": 3, ""8"": 2}","{""0"": 153, ""1"": 82, ""2"": 59, ""3"": 34, ""4"": 19, ""5"": 11, ""6"": 5, ""7"": 2}"
4882,204,10,"{""0"": 228, ""1"": 87, ""2"": 33, ""3"": 11, ""4"": 5, ""5"": 1}","{""0"": 234, ""1"": 92, ""2"": 26, ""3"": 10, ""4"": 2, ""5"": 1}"
4883,204,11,"{""0"": 196, ""1"": 109, ""2"": 41, ""3"": 17, ""4"": 1, ""5"": 1}","{""0"": 231, ""1"": 87, ""2"": 34, ""3"": 7, ""4"": 4, ""5"": 1, ""6"": 1}"
4884,204,12,"{""0"": 194, ""1"": 110, ""2"": 42, ""3"": 12, ""4"": 5, ""5"": 2}","{""0"": 214, ""1"": 92, ""2"": 47, ""3"": 8, ""4"": 4}"
4885,204,13,"{""0"": 179, ""1"": 107, ""2"": 46, ""3"": 23, ""4"": 7, ""5"": 3}","{""0"": 222, ""1"": 102, ""2"": 32, ""3"": 7, ""4"": 2}"
4886,204,14,"{""0"": 126, ""1"": 76, ""2"": 65, ""3"": 36, ""4"": 22, ""5"": 16, ""6"": 13, ""7"": 5, ""8"": 4, ""9"": 1, ""11"": 1}","{""0"": 224, ""1"": 102, ""2"": 32, ""3"": 5, ""4"": 1, ""5"": 1}"
4887,204,15,"{""0"": 108, ""1"": 45, ""2"": 43, ""3"": 49, ""4"": 44, ""5"": 24, ""6"": 16, ""7"": 14, ""8"": 14, ""9"": 7, ""10"": 1}","{""0"": 221, ""1"": 97, ""2"": 33, ""3"": 10, ""4"": 3, ""6"": 1}"
4888,204,16,"{""0"": 122, ""1"": 60, ""2"": 49, ""3"": 59, ""4"": 25, ""5"": 26, ""6"": 15, ""7"": 5, ""8"": 4}","{""0"": 220, ""1"": 103, ""2"": 32, ""3"": 7, ""4"": 2, ""5"": 1}"
4889,204,17,"{""0"": 164, ""1"": 102, ""2"": 53, ""3"": 21, ""4"": 15, ""5"": 7, ""6"": 3}","{""0"": 236, ""1"": 100, ""2"": 24, ""3"": 4, ""4"": 1}"
4890,204,18,"{""0"": 217, ""1"": 100, ""2"": 27, ""3"": 14, ""4"": 5, ""5"": 2}","{""0"": 254, ""1"": 89, ""2"": 19, ""3"": 3}"
4891,204,19,"{""0"": 259, ""1"": 81, ""2"": 18, ""3"": 5, ""4"": 2}","{""0"": 261, ""1"": 78, ""2"": 22, ""3"": 4}"
4892,204,20,"{""0"": 285, ""1"": 65, ""2"": 12, ""3"": 1, ""4"": 2}","{""0"": 285, ""1"": 64, ""2"": 12, ""3"": 3, ""4"": 1}"
4893,204,21,"{""0"": 299, ""1"": 57, ""2"": 6, ""3"": 3}","{""0"": 305, ""1"": 52, ""2"": 5, ""3"": 3}"
4894,204,22,"{""0"": 320, ""1"": 37, ""2"": 7, ""3"": 1}","{""0"": 302, ""1"": 54, ""2"": 8, ""3"": 1}"
4895,204,23,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 332, ""1"": 30, ""2"": 2, ""3"": 1}"
4896,205,0,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
4897,205,1,"{""0"": 362, ""1"": 3}","{""0"": 364, ""1"": 1}"
4898,205,2,"{""0"": 363, ""1"": 2}","{""0"": 365}"
4899,205,3,"{""0"": 365}","{""0"": 365}"
4900,205,4,"{""0"": 360, ""1"": 5}","{""0"": 365}"
4901,205,5,"{""0"": 355, ""1"": 10}","{""0"": 364, ""1"": 1}"
4902,205,6,"{""0"": 353, ""1"": 12}","{""0"": 362, ""1"": 3}"
4903,205,7,"{""0"": 350, ""1"": 15}","{""0"": 360, ""1"": 5}"
4904,205,8,"{""0"": 352, ""1"": 13}","{""0"": 361, ""1"": 3, ""2"": 1}"
4905,205,9,"{""0"": 356, ""1"": 9}","{""0"": 360, ""1"": 4, ""2"": 1}"
4906,205,10,"{""0"": 355, ""1"": 10}","{""0"": 356, ""1"": 9}"
4907,205,11,"{""0"": 354, ""1"": 11}","{""0"": 356, ""1"": 9}"
4908,205,12,"{""0"": 354, ""1"": 11}","{""0"": 357, ""1"": 8}"
4909,205,13,"{""0"": 353, ""1"": 12}","{""0"": 355, ""1"": 10}"
4910,205,14,"{""0"": 356, ""1"": 9}","{""0"": 352, ""1"": 12, ""2"": 1}"
4911,205,15,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 344, ""1"": 20, ""2"": 1}"
4912,205,16,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 339, ""1"": 25, ""2"": 1}"
4913,205,17,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 347, ""1"": 18}"
4914,205,18,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 354, ""1"": 10, ""2"": 1}"
4915,205,19,"{""0"": 355, ""1"": 10}","{""0"": 353, ""1"": 12}"
4916,205,20,"{""0"": 361, ""1"": 4}","{""0"": 358, ""1"": 6, ""2"": 1}"
4917,205,21,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}"
4918,205,22,"{""0"": 363, ""1"": 2}","{""0"": 350, ""1"": 15}"
4919,205,23,"{""0"": 364, ""1"": 1}","{""0"": 357, ""1"": 8}"
4920,206,0,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}"
4921,206,1,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
4922,206,2,"{""0"": 365}","{""0"": 364, ""1"": 1}"
4923,206,3,"{""0"": 365}","{""0"": 364, ""1"": 1}"
4924,206,4,"{""0"": 365}","{""0"": 365}"
4925,206,5,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}"
4926,206,6,"{""0"": 354, ""1"": 11}","{""0"": 359, ""1"": 6}"
4927,206,7,"{""0"": 345, ""1"": 20}","{""0"": 360, ""1"": 5}"
4928,206,8,"{""0"": 353, ""1"": 12}","{""0"": 363, ""1"": 2}"
4929,206,9,"{""0"": 360, ""1"": 3, ""2"": 2}","{""0"": 362, ""1"": 3}"
4930,206,10,"{""0"": 362, ""1"": 1, ""2"": 2}","{""0"": 362, ""1"": 3}"
4931,206,11,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}"
4932,206,12,"{""0"": 359, ""1"": 6}","{""0"": 360, ""1"": 5}"
4933,206,13,"{""0"": 358, ""1"": 7}","{""0"": 357, ""1"": 8}"
4934,206,14,"{""0"": 354, ""1"": 11}","{""0"": 356, ""1"": 9}"
4935,206,15,"{""0"": 353, ""1"": 12}","{""0"": 350, ""1"": 14, ""2"": 1}"
4936,206,16,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 344, ""1"": 20, ""2"": 1}"
4937,206,17,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 344, ""1"": 21}"
4938,206,18,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 345, ""1"": 19, ""2"": 1}"
4939,206,19,"{""0"": 362, ""1"": 3}","{""0"": 352, ""1"": 12, ""2"": 1}"
4940,206,20,"{""0"": 360, ""1"": 5}","{""0"": 359, ""1"": 5, ""2"": 1}"
4941,206,21,"{""0"": 361, ""1"": 4}","{""0"": 361, ""1"": 4}"
4942,206,22,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}"
4943,206,23,"{""0"": 365}","{""0"": 361, ""1"": 4}"
4944,207,0,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 353, ""1"": 11, ""2"": 1}"
4945,207,1,"{""0"": 360, ""1"": 5}","{""0"": 356, ""1"": 8, ""2"": 1}"
4946,207,2,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 5, ""2"": 1}"
4947,207,3,"{""0"": 365}","{""0"": 363, ""1"": 2}"
4948,207,4,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}"
4949,207,5,"{""0"": 349, ""1"": 14, ""2"": 1, ""4"": 1}","{""0"": 361, ""1"": 2, ""2"": 1, ""4"": 1}"
4950,207,6,"{""0"": 318, ""1"": 41, ""2"": 5, ""6"": 1}","{""0"": 349, ""1"": 14, ""2"": 1, ""6"": 1}"
4951,207,7,"{""0"": 292, ""1"": 58, ""2"": 14, ""3"": 1}","{""0"": 343, ""1"": 18, ""2"": 4}"
4952,207,8,"{""0"": 306, ""1"": 49, ""2"": 8, ""3"": 1, ""4"": 1}","{""0"": 333, ""1"": 28, ""2"": 3, ""3"": 1}"
4953,207,9,"{""0"": 327, ""1"": 34, ""2"": 4}","{""0"": 331, ""1"": 31, ""2"": 3}"
4954,207,10,"{""0"": 319, ""1"": 44, ""2"": 2}","{""0"": 340, ""1"": 24, ""3"": 1}"
4955,207,11,"{""0"": 315, ""1"": 48, ""3"": 2}","{""0"": 329, ""1"": 31, ""2"": 5}"
4956,207,12,"{""0"": 328, ""1"": 34, ""2"": 2, ""3"": 1}","{""0"": 319, ""1"": 43, ""2"": 2, ""3"": 1}"
4957,207,13,"{""0"": 330, ""1"": 31, ""2"": 3, ""4"": 1}","{""0"": 316, ""1"": 44, ""2"": 4, ""4"": 1}"
4958,207,14,"{""0"": 317, ""1"": 45, ""2"": 2, ""4"": 1}","{""0"": 302, ""1"": 59, ""2"": 3, ""3"": 1}"
4959,207,15,"{""0"": 307, ""1"": 48, ""2"": 10}","{""0"": 287, ""1"": 61, ""2"": 16, ""3"": 1}"
4960,207,16,"{""0"": 304, ""1"": 47, ""2"": 13, ""3"": 1}","{""0"": 276, ""1"": 69, ""2"": 16, ""3"": 4}"
4961,207,17,"{""0"": 316, ""1"": 40, ""2"": 7, ""3"": 2}","{""0"": 299, ""1"": 48, ""2"": 15, ""3"": 3}"
4962,207,18,"{""0"": 320, ""1"": 41, ""2"": 4}","{""0"": 320, ""1"": 39, ""2"": 6}"
4963,207,19,"{""0"": 324, ""1"": 37, ""2"": 3, ""3"": 1}","{""0"": 325, ""1"": 35, ""2"": 4, ""3"": 1}"
4964,207,20,"{""0"": 334, ""1"": 24, ""2"": 6, ""3"": 1}","{""0"": 321, ""1"": 36, ""2"": 6, ""3"": 2}"
4965,207,21,"{""0"": 348, ""1"": 15, ""2"": 2}","{""0"": 336, ""1"": 26, ""2"": 2, ""3"": 1}"
4966,207,22,"{""0"": 359, ""1"": 6}","{""0"": 347, ""1"": 18}"
4967,207,23,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}"
4968,208,0,"{""0"": 360, ""1"": 5}","{""0"": 346, ""1"": 19}"
4969,208,1,"{""0"": 363, ""1"": 2}","{""0"": 351, ""1"": 14}"
4970,208,2,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}"
4971,208,3,"{""0"": 361, ""1"": 4}","{""0"": 359, ""1"": 6}"
4972,208,4,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}"
4973,208,5,"{""0"": 334, ""1"": 31}","{""0"": 363, ""1"": 2}"
4974,208,6,"{""0"": 303, ""1"": 54, ""2"": 8}","{""0"": 360, ""1"": 5}"
4975,208,7,"{""0"": 297, ""1"": 54, ""2"": 9, ""3"": 4, ""4"": 1}","{""0"": 354, ""1"": 9, ""2"": 2}"
4976,208,8,"{""0"": 305, ""1"": 54, ""2"": 5, ""3"": 1}","{""0"": 354, ""1"": 8, ""2"": 3}"
4977,208,9,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 356, ""1"": 6, ""2"": 3}"
4978,208,10,"{""0"": 339, ""1"": 26}","{""0"": 347, ""1"": 17, ""2"": 1}"
4979,208,11,"{""0"": 330, ""1"": 33, ""2"": 1, ""3"": 1}","{""0"": 336, ""1"": 26, ""2"": 2, ""3"": 1}"
4980,208,12,"{""0"": 330, ""1"": 33, ""2"": 2}","{""0"": 327, ""1"": 34, ""2"": 4}"
4981,208,13,"{""0"": 338, ""1"": 22, ""2"": 5}","{""0"": 335, ""1"": 27, ""2"": 3}"
4982,208,14,"{""0"": 334, ""1"": 27, ""2"": 4}","{""0"": 335, ""1"": 27, ""2"": 3}"
4983,208,15,"{""0"": 328, ""1"": 35, ""2"": 2}","{""0"": 304, ""1"": 59, ""2"": 2}"
4984,208,16,"{""0"": 326, ""1"": 37, ""2"": 2}","{""0"": 292, ""1"": 63, ""2"": 10}"
4985,208,17,"{""0"": 317, ""1"": 40, ""2"": 8}","{""0"": 294, ""1"": 60, ""2"": 9, ""3"": 1, ""4"": 1}"
4986,208,18,"{""0"": 314, ""1"": 44, ""2"": 7}","{""0"": 296, ""1"": 59, ""2"": 8, ""3"": 2}"
4987,208,19,"{""0"": 336, ""1"": 26, ""2"": 3}","{""0"": 302, ""1"": 57, ""2"": 6}"
4988,208,20,"{""0"": 340, ""1"": 25}","{""0"": 314, ""1"": 48, ""2"": 3}"
4989,208,21,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 326, ""1"": 36, ""2"": 2, ""3"": 1}"
4990,208,22,"{""0"": 353, ""1"": 12}","{""0"": 333, ""1"": 30, ""2"": 1, ""3"": 1}"
4991,208,23,"{""0"": 360, ""1"": 5}","{""0"": 351, ""1"": 14}"
4992,209,0,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 341, ""1"": 23, ""2"": 1}"
4993,209,1,"{""0"": 356, ""1"": 9}","{""0"": 349, ""1"": 14, ""2"": 2}"
4994,209,2,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 7, ""2"": 1}"
4995,209,3,"{""0"": 359, ""1"": 6}","{""0"": 360, ""1"": 5}"
4996,209,4,"{""0"": 352, ""1"": 13}","{""0"": 361, ""1"": 4}"
4997,209,5,"{""0"": 325, ""1"": 37, ""2"": 3}","{""0"": 359, ""1"": 6}"
4998,209,6,"{""0"": 277, ""1"": 74, ""2"": 12, ""3"": 2}","{""0"": 351, ""1"": 14}"
4999,209,7,"{""0"": 282, ""1"": 63, ""2"": 15, ""3"": 4, ""4"": 1}","{""0"": 343, ""1"": 20, ""2"": 1, ""3"": 1}"
5000,209,8,"{""0"": 313, ""1"": 45, ""2"": 5, ""3"": 2}","{""0"": 340, ""1"": 23, ""2"": 1, ""3"": 1}"
5001,209,9,"{""0"": 326, ""1"": 31, ""2"": 8}","{""0"": 335, ""1"": 25, ""2"": 2, ""3"": 2, ""4"": 1}"
5002,209,10,"{""0"": 317, ""1"": 38, ""2"": 7, ""3"": 2, ""4"": 1}","{""0"": 322, ""1"": 36, ""2"": 4, ""3"": 2, ""4"": 1}"
5003,209,11,"{""0"": 305, ""1"": 48, ""2"": 8, ""3"": 4}","{""0"": 315, ""1"": 44, ""2"": 5, ""3"": 1}"
5004,209,12,"{""0"": 300, ""1"": 55, ""2"": 9, ""3"": 1}","{""0"": 295, ""1"": 60, ""2"": 10}"
5005,209,13,"{""0"": 302, ""1"": 53, ""2"": 10}","{""0"": 284, ""1"": 65, ""2"": 15, ""3"": 1}"
5006,209,14,"{""0"": 300, ""1"": 58, ""2"": 7}","{""0"": 285, ""1"": 71, ""2"": 6, ""3"": 3}"
5007,209,15,"{""0"": 284, ""1"": 69, ""2"": 11, ""3"": 1}","{""0"": 258, ""1"": 85, ""2"": 20, ""3"": 2}"
5008,209,16,"{""0"": 270, ""1"": 78, ""2"": 14, ""3"": 3}","{""0"": 238, ""1"": 96, ""2"": 27, ""3"": 4}"
5009,209,17,"{""0"": 270, ""1"": 73, ""2"": 20, ""3"": 2}","{""0"": 260, ""1"": 84, ""2"": 18, ""3"": 3}"
5010,209,18,"{""0"": 262, ""1"": 76, ""2"": 23, ""3"": 3, ""4"": 1}","{""0"": 274, ""1"": 75, ""2"": 12, ""3"": 3, ""4"": 1}"
5011,209,19,"{""0"": 275, ""1"": 70, ""2"": 18, ""3"": 2}","{""0"": 252, ""1"": 93, ""2"": 18, ""3"": 2}"
5012,209,20,"{""0"": 299, ""1"": 58, ""2"": 8}","{""0"": 258, ""1"": 83, ""2"": 18, ""3"": 3, ""4"": 2, ""5"": 1}"
5013,209,21,"{""0"": 320, ""1"": 35, ""2"": 8, ""3"": 2}","{""0"": 287, ""1"": 61, ""2"": 10, ""3"": 5, ""4"": 1, ""5"": 1}"
5014,209,22,"{""0"": 329, ""1"": 31, ""2"": 4, ""3"": 1}","{""0"": 310, ""1"": 48, ""2"": 5, ""3"": 1, ""4"": 1}"
5015,209,23,"{""0"": 346, ""1"": 19}","{""0"": 342, ""1"": 22, ""2"": 1}"
5016,210,0,"{""0"": 365}","{""0"": 363, ""1"": 2}"
