,Zone,Period,Pickup occurences,Delivery occurences
341,114,Evening,"{""0"": 336, ""1"": 29}","{""0"": 331, ""1"": 30, ""2"": 2, ""3"": 1, ""4"": 1}"
342,115,Morning,"{""0"": 247, ""1"": 82, ""2"": 27, ""3"": 6, ""4"": 3}","{""0"": 309, ""1"": 48, ""2"": 5, ""3"": 3}"
343,115,Day,"{""0"": 244, ""1"": 90, ""2"": 22, ""3"": 8, ""4"": 1}","{""0"": 241, ""1"": 96, ""2"": 25, ""3"": 3}"
344,115,Evening,"{""0"": 171, ""1"": 123, ""2"": 50, ""3"": 15, ""4"": 5, ""7"": 1}","{""0"": 146, ""1"": 111, ""2"": 69, ""3"": 19, ""4"": 15, ""5"": 5}"
345,116,Morning,"{""0"": 289, ""1"": 63, ""2"": 10, ""3"": 2, ""4"": 1}","{""0"": 231, ""1"": 81, ""2"": 40, ""3"": 11, ""4"": 1, ""5"": 1}"
346,116,Day,"{""0"": 262, ""1"": 79, ""2"": 20, ""3"": 4}","{""0"": 275, ""1"": 70, ""2"": 17, ""3"": 3}"
347,116,Evening,"{""0"": 204, ""1"": 95, ""2"": 49, ""3"": 12, ""4"": 4, ""5"": 1}","{""0"": 241, ""1"": 85, ""2"": 32, ""3"": 6, ""5"": 1}"
348,117,Morning,"{""0"": 304, ""1"": 54, ""2"": 5, ""3"": 1, ""5"": 1}","{""0"": 354, ""1"": 9, ""2"": 2}"
349,117,Day,"{""0"": 310, ""1"": 46, ""2"": 7, ""3"": 2}","{""0"": 302, ""1"": 53, ""2"": 8, ""3"": 2}"
350,117,Evening,"{""0"": 260, ""1"": 83, ""2"": 20, ""3"": 2}","{""0"": 231, ""1"": 91, ""2"": 38, ""3"": 4, ""4"": 1}"
351,118,Morning,"{""0"": 342, ""1"": 23}","{""0"": 313, ""1"": 47, ""2"": 5}"
352,118,Day,"{""0"": 326, ""1"": 38, ""2"": 1}","{""0"": 333, ""1"": 31, ""2"": 1}"
353,118,Evening,"{""0"": 294, ""1"": 63, ""2"": 7, ""3"": 1}","{""0"": 302, ""1"": 55, ""2"": 7, ""3"": 1}"
354,119,Morning,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 341, ""1"": 20, ""2"": 3, ""3"": 1}"
355,119,Day,"{""0"": 343, ""1"": 19, ""2"": 3}","{""0"": 341, ""1"": 21, ""2"": 3}"
356,119,Evening,"{""0"": 344, ""1"": 17, ""2"": 4}","{""0"": 357, ""1"": 6, ""2"": 2}"
357,120,Morning,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 234, ""1"": 122, ""2"": 8, ""3"": 1}"
358,120,Day,"{""0"": 258, ""1"": 81, ""2"": 24, ""3"": 2}","{""0"": 339, ""1"": 24, ""2"": 1, ""3"": 1}"
359,120,Evening,"{""0"": 282, ""1"": 73, ""2"": 8, ""3"": 2}","{""0"": 333, ""1"": 29, ""2"": 3}"
360,121,Morning,"{""0"": 362, ""1"": 2, ""3"": 1}","{""0"": 351, ""1"": 13, ""3"": 1}"
361,121,Day,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 335, ""1"": 28, ""2"": 2}"
362,121,Evening,"{""0"": 329, ""1"": 29, ""2"": 7}","{""0"": 325, ""1"": 32, ""2"": 7, ""3"": 1}"
363,122,Morning,"{""0"": 294, ""1"": 63, ""2"": 8}","{""0"": 291, ""1"": 63, ""2"": 10, ""3"": 1}"
364,122,Day,"{""0"": 257, ""1"": 78, ""2"": 18, ""3"": 8, ""4"": 4}","{""0"": 265, ""1"": 82, ""2"": 13, ""3"": 4, ""4"": 1}"
365,122,Evening,"{""0"": 210, ""1"": 94, ""2"": 38, ""3"": 18, ""4"": 5}","{""0"": 193, ""1"": 102, ""2"": 50, ""3"": 14, ""4"": 3, ""5"": 1, ""6"": 1, ""7"": 1}"
366,123,Morning,"{""0"": 319, ""1"": 44, ""2"": 2}","{""0"": 344, ""1"": 21}"
367,123,Day,"{""0"": 309, ""1"": 42, ""2"": 12, ""3"": 2}","{""0"": 306, ""1"": 46, ""2"": 11, ""3"": 2}"
368,123,Evening,"{""0"": 260, ""1"": 77, ""2"": 18, ""3"": 6, ""4"": 4}","{""0"": 254, ""1"": 78, ""2"": 23, ""3"": 6, ""4"": 4}"
369,124,Morning,"{""0"": 171, ""1"": 113, ""2"": 46, ""3"": 23, ""4"": 10, ""5"": 2}","{""0"": 271, ""1"": 70, ""2"": 20, ""3"": 4}"
370,124,Day,"{""0"": 177, ""1"": 106, ""2"": 52, ""3"": 20, ""4"": 6, ""5"": 2, ""6"": 1, ""7"": 1}","{""0"": 190, ""1"": 98, ""2"": 52, ""3"": 17, ""4"": 7, ""5"": 1}"
371,124,Evening,"{""0"": 104, ""1"": 114, ""2"": 77, ""3"": 54, ""4"": 11, ""5"": 4, ""7"": 1}","{""0"": 84, ""1"": 94, ""2"": 87, ""3"": 56, ""4"": 24, ""5"": 10, ""6"": 6, ""7"": 2, ""8"": 1, ""10"": 1}"
372,125,Morning,"{""0"": 139, ""1"": 102, ""2"": 55, ""3"": 36, ""4"": 19, ""5"": 10, ""6"": 3, ""7"": 1}","{""0"": 279, ""1"": 67, ""2"": 18, ""4"": 1}"
373,125,Day,"{""0"": 127, ""1"": 111, ""2"": 72, ""3"": 31, ""4"": 12, ""5"": 7, ""6"": 4, ""7"": 1}","{""0"": 113, ""1"": 146, ""2"": 65, ""3"": 30, ""4"": 6, ""5"": 3, ""6"": 1, ""7"": 1}"
374,125,Evening,"{""0"": 63, ""1"": 67, ""2"": 71, ""3"": 73, ""4"": 43, ""5"": 20, ""6"": 11, ""7"": 10, ""8"": 5, ""9"": 2}","{""0"": 43, ""1"": 45, ""2"": 66, ""3"": 56, ""4"": 47, ""5"": 43, ""6"": 32, ""7"": 12, ""8"": 12, ""9"": 4, ""10"": 3, ""11"": 2}"
375,126,Morning,"{""0"": 152, ""1"": 104, ""2"": 66, ""3"": 26, ""4"": 15, ""5"": 2}","{""0"": 258, ""1"": 85, ""2"": 20, ""3"": 1, ""4"": 1}"
376,126,Day,"{""0"": 143, ""1"": 118, ""2"": 56, ""3"": 30, ""4"": 9, ""5"": 8, ""6"": 1}","{""0"": 134, ""1"": 123, ""2"": 63, ""3"": 24, ""4"": 14, ""5"": 5, ""6"": 1, ""7"": 1}"
377,126,Evening,"{""0"": 57, ""1"": 77, ""2"": 82, ""3"": 69, ""4"": 32, ""5"": 24, ""6"": 18, ""7"": 6}","{""0"": 35, ""1"": 45, ""2"": 69, ""3"": 68, ""4"": 58, ""5"": 48, ""6"": 15, ""7"": 16, ""8"": 6, ""9"": 2, ""10"": 1, ""11"": 2}"
378,127,Morning,"{""0"": 133, ""1"": 92, ""2"": 70, ""3"": 46, ""4"": 15, ""5"": 6, ""6"": 2, ""8"": 1}","{""0"": 267, ""1"": 75, ""2"": 19, ""3"": 3, ""4"": 1}"
379,127,Day,"{""0"": 180, ""1"": 97, ""2"": 44, ""3"": 28, ""4"": 6, ""5"": 4, ""6"": 3, ""7"": 1, ""8"": 1, ""10"": 1}","{""0"": 156, ""1"": 134, ""2"": 39, ""3"": 25, ""4"": 6, ""5"": 2, ""6"": 2, ""9"": 1}"
380,127,Evening,"{""0"": 70, ""1"": 81, ""2"": 80, ""3"": 62, ""4"": 40, ""5"": 19, ""6"": 9, ""7"": 4}","{""0"": 54, ""1"": 49, ""2"": 60, ""3"": 63, ""4"": 57, ""5"": 32, ""6"": 23, ""7"": 15, ""8"": 7, ""9"": 3, ""10"": 1, ""11"": 1}"
381,128,Morning,"{""0"": 177, ""1"": 106, ""2"": 53, ""3"": 20, ""4"": 5, ""5"": 2, ""6"": 2}","{""0"": 276, ""1"": 75, ""2"": 13, ""3"": 1}"
382,128,Day,"{""0"": 150, ""1"": 112, ""2"": 53, ""3"": 32, ""4"": 11, ""5"": 6, ""7"": 1}","{""0"": 142, ""1"": 114, ""2"": 68, ""3"": 27, ""4"": 8, ""5"": 5, ""7"": 1}"
383,128,Evening,"{""0"": 70, ""1"": 91, ""2"": 73, ""3"": 60, ""4"": 38, ""5"": 17, ""6"": 12, ""7"": 3, ""8"": 1}","{""0"": 68, ""1"": 61, ""2"": 88, ""3"": 56, ""4"": 37, ""5"": 29, ""6"": 10, ""7"": 12, ""8"": 3, ""12"": 1}"
384,129,Morning,"{""0"": 186, ""1"": 112, ""2"": 44, ""3"": 18, ""4"": 3, ""5"": 2}","{""0"": 229, ""1"": 98, ""2"": 30, ""3"": 7, ""4"": 1}"
385,129,Day,"{""0"": 146, ""1"": 107, ""2"": 72, ""3"": 22, ""4"": 12, ""6"": 4, ""7"": 1, ""8"": 1}","{""0"": 161, ""1"": 111, ""2"": 55, ""3"": 25, ""4"": 7, ""5"": 6}"
386,129,Evening,"{""0"": 84, ""1"": 101, ""2"": 80, ""3"": 53, ""4"": 25, ""5"": 13, ""6"": 6, ""7"": 3}","{""0"": 81, ""1"": 95, ""2"": 79, ""3"": 59, ""4"": 26, ""5"": 18, ""6"": 4, ""7"": 2, ""8"": 1}"
387,130,Morning,"{""0"": 179, ""1"": 102, ""2"": 55, ""3"": 21, ""4"": 6, ""5"": 2}","{""0"": 229, ""1"": 92, ""2"": 35, ""3"": 6, ""4"": 3}"
388,130,Day,"{""0"": 151, ""1"": 99, ""2"": 65, ""3"": 28, ""4"": 15, ""5"": 6, ""7"": 1}","{""0"": 154, ""1"": 111, ""2"": 66, ""3"": 23, ""4"": 6, ""5"": 4, ""9"": 1}"
389,130,Evening,"{""0"": 78, ""1"": 82, ""2"": 82, ""3"": 63, ""4"": 30, ""5"": 21, ""6"": 2, ""7"": 3, ""8"": 2, ""10"": 2}","{""0"": 66, ""1"": 71, ""2"": 82, ""3"": 56, ""4"": 46, ""5"": 22, ""6"": 14, ""7"": 5, ""8"": 1, ""9"": 1, ""10"": 1}"
390,131,Morning,"{""0"": 222, ""1"": 109, ""2"": 28, ""3"": 5, ""5"": 1}","{""0"": 313, ""1"": 49, ""2"": 3}"
391,131,Day,"{""0"": 205, ""1"": 113, ""2"": 36, ""3"": 7, ""4"": 4}","{""0"": 240, ""1"": 92, ""2"": 25, ""3"": 7, ""4"": 1}"
392,131,Evening,"{""0"": 142, ""1"": 98, ""2"": 70, ""3"": 31, ""4"": 16, ""5"": 7, ""6"": 1}","{""0"": 117, ""1"": 99, ""2"": 84, ""3"": 41, ""4"": 15, ""5"": 8, ""6"": 1}"
393,132,Morning,"{""0"": 265, ""1"": 86, ""2"": 13, ""3"": 1}","{""0"": 214, ""1"": 89, ""2"": 34, ""3"": 20, ""4"": 6, ""5"": 1, ""6"": 1}"
394,132,Day,"{""0"": 237, ""1"": 86, ""2"": 32, ""3"": 8, ""4"": 2}","{""0"": 233, ""1"": 98, ""2"": 27, ""3"": 6, ""4"": 1}"
395,132,Evening,"{""0"": 147, ""1"": 104, ""2"": 49, ""3"": 41, ""4"": 16, ""5"": 7, ""8"": 1}","{""0"": 185, ""1"": 106, ""2"": 50, ""3"": 21, ""4"": 3}"
396,133,Morning,"{""0"": 329, ""1"": 30, ""2"": 5, ""3"": 1}","{""0"": 265, ""1"": 66, ""2"": 31, ""3"": 3}"
397,133,Day,"{""0"": 271, ""1"": 75, ""2"": 16, ""3"": 3}","{""0"": 279, ""1"": 71, ""2"": 14, ""3"": 1}"
398,133,Evening,"{""0"": 207, ""1"": 103, ""2"": 43, ""3"": 10, ""4"": 2}","{""0"": 251, ""1"": 83, ""2"": 25, ""3"": 6}"
399,134,Morning,"{""0"": 234, ""1"": 87, ""2"": 36, ""3"": 6, ""4"": 2}","{""0"": 196, ""1"": 96, ""2"": 50, ""3"": 17, ""4"": 3, ""5"": 3}"
400,134,Day,"{""0"": 202, ""1"": 107, ""2"": 43, ""3"": 9, ""4"": 2, ""5"": 2}","{""0"": 241, ""1"": 91, ""2"": 23, ""3"": 6, ""4"": 4}"
401,134,Evening,"{""0"": 152, ""1"": 104, ""2"": 69, ""3"": 23, ""4"": 10, ""5"": 7}","{""0"": 159, ""1"": 119, ""2"": 57, ""3"": 17, ""4"": 10, ""5"": 1, ""6"": 2}"
402,135,Morning,"{""0"": 254, ""1"": 85, ""2"": 23, ""3"": 2, ""4"": 1}","{""0"": 332, ""1"": 30, ""2"": 3}"
403,135,Day,"{""0"": 282, ""1"": 66, ""2"": 15, ""3"": 1, ""4"": 1}","{""0"": 266, ""1"": 78, ""2"": 20, ""3"": 1}"
404,135,Evening,"{""0"": 207, ""1"": 92, ""2"": 50, ""3"": 12, ""4"": 4}","{""0"": 175, ""1"": 106, ""2"": 55, ""3"": 20, ""4"": 6, ""5"": 3}"
405,136,Morning,"{""0"": 237, ""1"": 97, ""2"": 25, ""3"": 6}","{""0"": 321, ""1"": 39, ""2"": 4, ""3"": 1}"
406,136,Day,"{""0"": 275, ""1"": 80, ""2"": 9, ""3"": 1}","{""0"": 224, ""1"": 105, ""2"": 33, ""3"": 2, ""4"": 1}"
407,136,Evening,"{""0"": 216, ""1"": 89, ""2"": 41, ""3"": 15, ""4"": 3, ""5"": 1}","{""0"": 170, ""1"": 123, ""2"": 49, ""3"": 17, ""4"": 5, ""5"": 1}"
408,137,Morning,"{""0"": 302, ""1"": 48, ""2"": 13, ""3"": 2}","{""0"": 328, ""1"": 35, ""2"": 2}"
409,137,Day,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 331, ""1"": 29, ""2"": 5}"
410,137,Evening,"{""0"": 278, ""1"": 72, ""2"": 10, ""3"": 4, ""4"": 1}","{""0"": 238, ""1"": 90, ""2"": 29, ""3"": 7, ""4"": 1}"
411,138,Morning,"{""0"": 354, ""1"": 10, ""3"": 1}","{""0"": 328, ""1"": 37}"
412,138,Day,"{""0"": 345, ""1"": 19, ""3"": 1}","{""0"": 351, ""1"": 14}"
413,138,Evening,"{""0"": 328, ""1"": 35, ""2"": 1, ""3"": 1}","{""0"": 335, ""1"": 27, ""2"": 3}"
414,139,Morning,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 344, ""1"": 21}"
415,139,Day,"{""0"": 302, ""1"": 56, ""2"": 6, ""3"": 1}","{""0"": 292, ""1"": 61, ""2"": 11, ""3"": 1}"
416,139,Evening,"{""0"": 262, ""1"": 77, ""2"": 22, ""3"": 4}","{""0"": 260, ""1"": 87, ""2"": 14, ""3"": 4}"
417,140,Morning,"{""0"": 339, ""1"": 26}","{""0"": 346, ""1"": 17, ""2"": 2}"
418,140,Day,"{""0"": 331, ""1"": 30, ""2"": 3, ""3"": 1}","{""0"": 332, ""1"": 28, ""2"": 5}"
419,140,Evening,"{""0"": 306, ""1"": 44, ""2"": 14, ""3"": 1}","{""0"": 285, ""1"": 69, ""2"": 9, ""3"": 2}"
420,141,Morning,"{""0"": 283, ""1"": 74, ""2"": 7, ""3"": 1}","{""0"": 336, ""1"": 29}"
421,141,Day,"{""0"": 276, ""1"": 74, ""2"": 11, ""3"": 4}","{""0"": 291, ""1"": 62, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 1}"
422,141,Evening,"{""0"": 211, ""1"": 112, ""2"": 30, ""3"": 9, ""4"": 2, ""8"": 1}","{""0"": 174, ""1"": 115, ""2"": 53, ""3"": 16, ""4"": 4, ""5"": 2, ""8"": 1}"
423,142,Morning,"{""0"": 299, ""1"": 55, ""2"": 11}","{""0"": 332, ""1"": 31, ""2"": 2}"
424,142,Day,"{""0"": 280, ""1"": 62, ""2"": 16, ""3"": 7}","{""0"": 278, ""1"": 56, ""2"": 27, ""3"": 4}"
425,142,Evening,"{""0"": 205, ""1"": 99, ""2"": 46, ""3"": 10, ""4"": 4, ""7"": 1}","{""0"": 199, ""1"": 98, ""2"": 45, ""3"": 17, ""4"": 6}"
426,143,Morning,"{""0"": 307, ""1"": 51, ""2"": 6, ""3"": 1}","{""0"": 315, ""1"": 47, ""2"": 3}"
427,143,Day,"{""0"": 297, ""1"": 60, ""2"": 8}","{""0"": 298, ""1"": 59, ""2"": 8}"
428,143,Evening,"{""0"": 256, ""1"": 90, ""2"": 18, ""3"": 1}","{""0"": 254, ""1"": 87, ""2"": 21, ""3"": 3}"
429,144,Morning,"{""0"": 248, ""1"": 85, ""2"": 18, ""3"": 9, ""4"": 4, ""5"": 1}","{""0"": 301, ""1"": 56, ""2"": 8}"
430,144,Day,"{""0"": 254, ""1"": 85, ""2"": 19, ""3"": 6, ""4"": 1}","{""0"": 264, ""1"": 79, ""2"": 18, ""3"": 3, ""4"": 1}"
431,144,Evening,"{""0"": 176, ""1"": 118, ""2"": 44, ""3"": 22, ""4"": 2, ""5"": 2, ""6"": 1}","{""0"": 158, ""1"": 94, ""2"": 61, ""3"": 35, ""4"": 13, ""5"": 4}"
432,145,Morning,"{""0"": 194, ""1"": 117, ""2"": 38, ""3"": 10, ""4"": 5, ""5"": 1}","{""0"": 283, ""1"": 71, ""2"": 10, ""3"": 1}"
433,145,Day,"{""0"": 182, ""1"": 110, ""2"": 37, ""3"": 24, ""4"": 10, ""6"": 2}","{""0"": 191, ""1"": 99, ""2"": 47, ""3"": 20, ""4"": 6, ""5"": 1, ""6"": 1}"
434,145,Evening,"{""0"": 108, ""1"": 111, ""2"": 63, ""3"": 37, ""4"": 26, ""5"": 12, ""6"": 5, ""7"": 3}","{""0"": 85, ""1"": 97, ""2"": 71, ""3"": 51, ""4"": 29, ""5"": 18, ""6"": 6, ""7"": 3, ""8"": 2, ""9"": 3}"
435,146,Morning,"{""0"": 123, ""1"": 87, ""2"": 65, ""3"": 40, ""4"": 24, ""5"": 14, ""6"": 8, ""7"": 2, ""8"": 2}","{""0"": 155, ""1"": 76, ""2"": 67, ""3"": 37, ""4"": 18, ""5"": 6, ""6"": 3, ""7"": 2, ""8"": 1}"
436,146,Day,"{""0"": 84, ""1"": 67, ""2"": 64, ""3"": 63, ""4"": 29, ""5"": 24, ""6"": 22, ""7"": 3, ""8"": 5, ""9"": 4}","{""0"": 102, ""1"": 88, ""2"": 79, ""3"": 45, ""4"": 21, ""5"": 17, ""6"": 11, ""7"": 1, ""8"": 1}"
437,146,Evening,"{""0"": 39, ""1"": 32, ""2"": 48, ""3"": 49, ""4"": 65, ""5"": 50, ""6"": 28, ""7"": 19, ""8"": 11, ""9"": 10, ""10"": 6, ""11"": 3, ""12"": 4, ""13"": 1}","{""0"": 38, ""1"": 36, ""2"": 48, ""3"": 53, ""4"": 58, ""5"": 38, ""6"": 32, ""7"": 27, ""8"": 18, ""9"": 7, ""10"": 3, ""11"": 3, ""12"": 3, ""13"": 1}"
438,147,Morning,"{""0"": 267, ""1"": 82, ""2"": 12, ""3"": 4}","{""0"": 255, ""1"": 91, ""2"": 15, ""3"": 3, ""4"": 1}"
439,147,Day,"{""0"": 200, ""1"": 94, ""2"": 53, ""3"": 11, ""4"": 5, ""5"": 2}","{""0"": 184, ""1"": 127, ""2"": 41, ""3"": 7, ""4"": 5, ""5"": 1}"
440,147,Evening,"{""0"": 133, ""1"": 103, ""2"": 85, ""3"": 29, ""4"": 9, ""5"": 4, ""6"": 1, ""7"": 1}","{""0"": 138, ""1"": 103, ""2"": 65, ""3"": 39, ""4"": 10, ""5"": 8, ""6"": 1, ""7"": 1}"
441,148,Morning,"{""0"": 158, ""1"": 104, ""2"": 56, ""3"": 30, ""4"": 9, ""5"": 4, ""6"": 2, ""7"": 2}","{""0"": 185, ""1"": 104, ""2"": 51, ""3"": 18, ""4"": 6, ""6"": 1}"
442,148,Day,"{""0"": 109, ""1"": 107, ""2"": 75, ""3"": 40, ""4"": 17, ""5"": 11, ""6"": 4, ""7"": 1, ""9"": 1}","{""0"": 133, ""1"": 112, ""2"": 78, ""3"": 26, ""4"": 10, ""5"": 5, ""7"": 1}"
443,148,Evening,"{""0"": 64, ""1"": 62, ""2"": 75, ""3"": 60, ""4"": 43, ""5"": 30, ""6"": 15, ""7"": 6, ""8"": 5, ""9"": 1, ""10"": 2, ""11"": 1, ""13"": 1}","{""0"": 57, ""1"": 60, ""2"": 75, ""3"": 57, ""4"": 45, ""5"": 22, ""6"": 15, ""7"": 20, ""8"": 8, ""9"": 2, ""10"": 3, ""11"": 1}"
444,149,Morning,"{""0"": 255, ""1"": 80, ""2"": 25, ""3"": 5}","{""0"": 241, ""1"": 102, ""2"": 16, ""3"": 6}"
445,149,Day,"{""0"": 191, ""1"": 114, ""2"": 38, ""3"": 15, ""4"": 4, ""5"": 2, ""6"": 1}","{""0"": 203, ""1"": 109, ""2"": 34, ""3"": 13, ""4"": 5, ""6"": 1}"
446,149,Evening,"{""0"": 135, ""1"": 116, ""2"": 64, ""3"": 28, ""4"": 19, ""5"": 2, ""6"": 1}","{""0"": 136, ""1"": 115, ""2"": 62, ""3"": 28, ""4"": 19, ""5"": 5}"
447,150,Morning,"{""0"": 253, ""1"": 80, ""2"": 26, ""3"": 5, ""4"": 1}","{""0"": 283, ""1"": 65, ""2"": 14, ""3"": 3}"
448,150,Day,"{""0"": 212, ""1"": 100, ""2"": 35, ""3"": 14, ""4"": 1, ""5"": 3}","{""0"": 219, ""1"": 110, ""2"": 28, ""3"": 7, ""4"": 1}"
449,150,Evening,"{""0"": 149, ""1"": 98, ""2"": 69, ""3"": 29, ""4"": 13, ""5"": 5, ""7"": 2}","{""0"": 145, ""1"": 103, ""2"": 58, ""3"": 33, ""4"": 17, ""5"": 5, ""6"": 3, ""8"": 1}"
450,151,Morning,"{""0"": 216, ""1"": 102, ""2"": 35, ""3"": 9, ""4"": 3}","{""0"": 288, ""1"": 61, ""2"": 12, ""3"": 3, ""4"": 1}"
451,151,Day,"{""0"": 201, ""1"": 111, ""2"": 34, ""3"": 15, ""4"": 3, ""5"": 1}","{""0"": 214, ""1"": 102, ""2"": 38, ""3"": 8, ""4"": 3}"
452,151,Evening,"{""0"": 137, ""1"": 118, ""2"": 71, ""3"": 24, ""4"": 12, ""5"": 2, ""6"": 1}","{""0"": 137, ""1"": 122, ""2"": 58, ""3"": 25, ""4"": 15, ""5"": 6, ""6"": 1, ""7"": 1}"
453,152,Morning,"{""0"": 225, ""1"": 96, ""2"": 36, ""3"": 7, ""4"": 1}","{""0"": 286, ""1"": 66, ""2"": 9, ""3"": 4}"
454,152,Day,"{""0"": 228, ""1"": 82, ""2"": 38, ""3"": 16, ""4"": 1}","{""0"": 205, ""1"": 114, ""2"": 33, ""3"": 11, ""4"": 1, ""5"": 1}"
455,152,Evening,"{""0"": 125, ""1"": 108, ""2"": 71, ""3"": 36, ""4"": 19, ""5"": 6}","{""0"": 113, ""1"": 96, ""2"": 73, ""3"": 49, ""4"": 24, ""5"": 8, ""6"": 2}"
456,153,Morning,"{""0"": 328, ""1"": 34, ""2"": 3}","{""0"": 260, ""1"": 70, ""2"": 28, ""3"": 4, ""4"": 3}"
457,153,Day,"{""0"": 263, ""1"": 81, ""2"": 19, ""3"": 2}","{""0"": 277, ""1"": 66, ""2"": 20, ""3"": 2}"
458,153,Evening,"{""0"": 214, ""1"": 101, ""2"": 33, ""3"": 12, ""4"": 4, ""5"": 1}","{""0"": 281, ""1"": 67, ""2"": 14, ""3"": 2, ""4"": 1}"
459,154,Morning,"{""0"": 309, ""1"": 42, ""2"": 14}","{""0"": 221, ""1"": 81, ""2"": 40, ""3"": 13, ""4"": 6, ""5"": 4}"
460,154,Day,"{""0"": 177, ""1"": 110, ""2"": 51, ""3"": 21, ""4"": 5, ""5"": 1}","{""0"": 195, ""1"": 114, ""2"": 36, ""3"": 15, ""4"": 3, ""5"": 2}"
461,154,Evening,"{""0"": 159, ""1"": 91, ""2"": 78, ""3"": 30, ""4"": 4, ""5"": 1, ""6"": 2}","{""0"": 176, ""1"": 121, ""2"": 49, ""3"": 17, ""4"": 1, ""7"": 1}"
462,155,Morning,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 288, ""1"": 67, ""2"": 8, ""3"": 2}"
463,155,Day,"{""0"": 265, ""1"": 84, ""2"": 12, ""3"": 3, ""4"": 1}","{""0"": 279, ""1"": 65, ""2"": 19, ""3"": 1, ""4"": 1}"
464,155,Evening,"{""0"": 261, ""1"": 87, ""2"": 15, ""3"": 2}","{""0"": 306, ""1"": 47, ""2"": 10, ""3"": 2}"
465,156,Morning,"{""0"": 316, ""1"": 41, ""2"": 8}","{""0"": 263, ""1"": 70, ""2"": 28, ""3"": 2, ""4"": 2}"
466,156,Day,"{""0"": 295, ""1"": 61, ""2"": 7, ""3"": 2}","{""0"": 287, ""1"": 64, ""2"": 14}"
467,156,Evening,"{""0"": 219, ""1"": 98, ""2"": 37, ""3"": 7, ""4"": 4}","{""0"": 256, ""1"": 77, ""2"": 22, ""3"": 10}"
468,157,Morning,"{""0"": 211, ""1"": 130, ""2"": 20, ""3"": 4}","{""0"": 328, ""1"": 34, ""2"": 2, ""3"": 1}"
469,157,Day,"{""0"": 299, ""1"": 54, ""2"": 8, ""3"": 3, ""4"": 1}","{""0"": 297, ""1"": 57, ""2"": 10, ""4"": 1}"
470,157,Evening,"{""0"": 204, ""1"": 106, ""2"": 47, ""3"": 5, ""4"": 3}","{""0"": 150, ""1"": 136, ""2"": 58, ""3"": 17, ""4"": 3, ""5"": 1}"
471,158,Morning,"{""0"": 319, ""1"": 43, ""2"": 3}","{""0"": 360, ""1"": 5}"
472,158,Day,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 313, ""1"": 46, ""2"": 6}"
473,158,Evening,"{""0"": 280, ""1"": 75, ""2"": 8, ""3"": 2}","{""0"": 265, ""1"": 82, ""2"": 14, ""3"": 4}"
474,159,Morning,"{""0"": 212, ""1"": 107, ""2"": 35, ""3"": 9, ""4"": 2}","{""0"": 302, ""1"": 50, ""2"": 11, ""3"": 2}"
475,159,Day,"{""0"": 296, ""1"": 55, ""2"": 13, ""3"": 1}","{""0"": 280, ""1"": 67, ""2"": 15, ""3"": 2, ""4"": 1}"
476,159,Evening,"{""0"": 200, ""1"": 115, ""2"": 32, ""3"": 13, ""4"": 4, ""5"": 1}","{""0"": 146, ""1"": 110, ""2"": 75, ""3"": 24, ""4"": 8, ""5"": 2}"
477,160,Morning,"{""0"": 308, ""1"": 46, ""2"": 11}","{""0"": 335, ""1"": 28, ""2"": 2}"
478,160,Day,"{""0"": 337, ""1"": 28}","{""0"": 337, ""1"": 26, ""2"": 2}"
479,160,Evening,"{""0"": 276, ""1"": 76, ""2"": 11, ""3"": 2}","{""0"": 243, ""1"": 86, ""2"": 31, ""3"": 5}"
480,161,Morning,"{""0"": 296, ""1"": 55, ""2"": 11, ""3"": 3}","{""0"": 212, ""1"": 77, ""2"": 58, ""3"": 16, ""4"": 2}"
481,161,Day,"{""0"": 269, ""1"": 69, ""2"": 24, ""3"": 2, ""4"": 1}","{""0"": 288, ""1"": 58, ""2"": 16, ""3"": 3}"
482,161,Evening,"{""0"": 192, ""1"": 81, ""2"": 55, ""3"": 29, ""4"": 5, ""5"": 2, ""7"": 1}","{""0"": 241, ""1"": 85, ""2"": 32, ""3"": 6, ""4"": 1}"
483,162,Morning,"{""0"": 320, ""1"": 42, ""2"": 2, ""3"": 1}","{""0"": 349, ""1"": 16}"
484,162,Day,"{""0"": 312, ""1"": 45, ""2"": 6, ""3"": 2}","{""0"": 292, ""1"": 61, ""2"": 11, ""3"": 1}"
485,162,Evening,"{""0"": 259, ""1"": 76, ""2"": 21, ""3"": 7, ""4"": 1, ""5"": 1}","{""0"": 236, ""1"": 92, ""2"": 28, ""3"": 4, ""4"": 5}"
486,163,Morning,"{""0"": 352, ""1"": 13}","{""0"": 330, ""1"": 31, ""2"": 4}"
487,163,Day,"{""0"": 335, ""1"": 25, ""2"": 5}","{""0"": 341, ""1"": 21, ""2"": 3}"
488,163,Evening,"{""0"": 321, ""1"": 39, ""2"": 5}","{""0"": 323, ""1"": 35, ""2"": 4, ""3"": 3}"
