,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
997,42,13,"{""0"": 354, ""1"": 11}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.97, 0.03]","[0.959, 0.038, 0.003]"
998,42,14,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.956, 0.041, 0.003]","[0.942, 0.052, 0.005]"
999,42,15,"{""0"": 339, ""1"": 22, ""2"": 4}","{""0"": 334, ""1"": 27, ""2"": 4}","[0.929, 0.06, 0.011]","[0.915, 0.074, 0.011]"
1000,42,16,"{""0"": 338, ""1"": 26, ""2"": 1}","{""0"": 334, ""1"": 28, ""2"": 3}","[0.926, 0.071, 0.003]","[0.915, 0.077, 0.008]"
1001,42,17,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 334, ""1"": 31}","[0.942, 0.055, 0.003]","[0.915, 0.085]"
1002,42,18,"{""0"": 336, ""1"": 29}","{""0"": 336, ""1"": 27, ""2"": 2}","[0.921, 0.079]","[0.921, 0.074, 0.005]"
1003,42,19,"{""0"": 341, ""1"": 23, ""3"": 1, ""2"": 0}","{""0"": 340, ""1"": 23, ""2"": 1, ""3"": 1}","[0.934, 0.063, 0.0, 0.003]","[0.932, 0.063, 0.003, 0.003]"
1004,42,20,"{""0"": 353, ""1"": 11, ""3"": 1, ""2"": 0}","{""0"": 347, ""1"": 17, ""3"": 1, ""2"": 0}","[0.967, 0.03, 0.0, 0.003]","[0.951, 0.047, 0.0, 0.003]"
1005,42,21,"{""0"": 353, ""1"": 12}","{""0"": 357, ""1"": 7, ""2"": 1}","[0.967, 0.033]","[0.978, 0.019, 0.003]"
1006,42,22,"{""0"": 356, ""1"": 9}","{""0"": 360, ""1"": 5}","[0.975, 0.025]","[0.986, 0.014]"
1007,42,23,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}","[0.995, 0.005]","[0.997, 0.003]"
1008,43,0,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
1009,43,1,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
1010,43,2,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
1011,43,3,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
1012,43,4,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
1013,43,5,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
1014,43,6,"{""0"": 359, ""1"": 6}","{""0"": 362, ""1"": 3}","[0.984, 0.016]","[0.992, 0.008]"
1015,43,7,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 356, ""1"": 9}","[0.945, 0.052, 0.003]","[0.975, 0.025]"
1016,43,8,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 355, ""1"": 10}","[0.942, 0.055, 0.003]","[0.973, 0.027]"
1017,43,9,"{""0"": 353, ""1"": 12}","{""0"": 351, ""1"": 14}","[0.967, 0.033]","[0.962, 0.038]"
1018,43,10,"{""0"": 353, ""1"": 12}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.967, 0.033]","[0.959, 0.038, 0.003]"
1019,43,11,"{""0"": 356, ""1"": 9}","{""0"": 354, ""1"": 9, ""2"": 2}","[0.975, 0.025]","[0.97, 0.025, 0.005]"
1020,43,12,"{""0"": 358, ""1"": 7}","{""0"": 356, ""1"": 9}","[0.981, 0.019]","[0.975, 0.025]"
1021,43,13,"{""0"": 353, ""1"": 11, ""3"": 1, ""2"": 0}","{""0"": 350, ""1"": 15}","[0.967, 0.03, 0.0, 0.003]","[0.959, 0.041]"
1022,43,14,"{""0"": 349, ""1"": 15, ""3"": 1, ""2"": 0}","{""0"": 335, ""1"": 29, ""2"": 1}","[0.956, 0.041, 0.0, 0.003]","[0.918, 0.079, 0.003]"
1023,43,15,"{""0"": 346, ""1"": 18, ""2"": 1}","{""0"": 332, ""1"": 29, ""2"": 4}","[0.948, 0.049, 0.003]","[0.91, 0.079, 0.011]"
1024,43,16,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 340, ""1"": 21, ""2"": 4}","[0.951, 0.047, 0.003]","[0.932, 0.058, 0.011]"
1025,43,17,"{""0"": 346, ""1"": 18, ""2"": 1}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.948, 0.049, 0.003]","[0.94, 0.058, 0.003]"
1026,43,18,"{""0"": 340, ""1"": 24, ""3"": 1, ""2"": 0}","{""0"": 341, ""1"": 23, ""2"": 1}","[0.932, 0.066, 0.0, 0.003]","[0.934, 0.063, 0.003]"
1027,43,19,"{""0"": 341, ""1"": 24}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.934, 0.066]","[0.964, 0.033, 0.003]"
1028,43,20,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 361, ""1"": 4}","[0.962, 0.036, 0.003]","[0.989, 0.011]"
1029,43,21,"{""0"": 357, ""1"": 8}","{""0"": 361, ""1"": 4}","[0.978, 0.022]","[0.989, 0.011]"
1030,43,22,"{""0"": 360, ""1"": 5}","{""0"": 363, ""1"": 2}","[0.986, 0.014]","[0.995, 0.005]"
1031,43,23,"{""0"": 363, ""1"": 2}","{""0"": 365}","[0.995, 0.005]",[1.0]
1032,44,0,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
1033,44,1,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}","[0.995, 0.005]","[0.997, 0.003]"
1034,44,2,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
1035,44,3,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
1036,44,4,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
1037,44,5,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
1038,44,6,"{""0"": 362, ""1"": 3}","{""0"": 358, ""1"": 7}","[0.992, 0.008]","[0.981, 0.019]"
1039,44,7,"{""0"": 356, ""1"": 9}","{""0"": 351, ""1"": 14}","[0.975, 0.025]","[0.962, 0.038]"
1040,44,8,"{""0"": 349, ""1"": 16}","{""0"": 341, ""1"": 24}","[0.956, 0.044]","[0.934, 0.066]"
1041,44,9,"{""0"": 350, ""1"": 15}","{""0"": 344, ""1"": 20, ""2"": 1}","[0.959, 0.041]","[0.942, 0.055, 0.003]"
1042,44,10,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.967, 0.03, 0.003]","[0.962, 0.036, 0.003]"
1043,44,11,"{""0"": 351, ""1"": 14}","{""0"": 344, ""1"": 20, ""2"": 1}","[0.962, 0.038]","[0.942, 0.055, 0.003]"
1044,44,12,"{""0"": 348, ""1"": 17}","{""0"": 339, ""1"": 22, ""2"": 4}","[0.953, 0.047]","[0.929, 0.06, 0.011]"
1045,44,13,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 335, ""1"": 27, ""2"": 3}","[0.923, 0.068, 0.008]","[0.918, 0.074, 0.008]"
1046,44,14,"{""0"": 328, ""1"": 35, ""2"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.899, 0.096, 0.005]","[0.932, 0.063, 0.005]"
1047,44,15,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 342, ""1"": 21, ""2"": 1, ""3"": 1}","[0.923, 0.071, 0.005]","[0.937, 0.058, 0.003, 0.003]"
1048,44,16,"{""0"": 337, ""1"": 25, ""2"": 3}","{""0"": 329, ""1"": 33, ""2"": 3}","[0.923, 0.068, 0.008]","[0.901, 0.09, 0.008]"
1049,44,17,"{""0"": 333, ""1"": 28, ""2"": 4}","{""0"": 325, ""1"": 36, ""2"": 4}","[0.912, 0.077, 0.011]","[0.89, 0.099, 0.011]"
1050,44,18,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 338, ""1"": 26, ""2"": 1}","[0.923, 0.071, 0.005]","[0.926, 0.071, 0.003]"
1051,44,19,"{""0"": 346, ""1"": 18, ""2"": 1}","{""0"": 352, ""1"": 13}","[0.948, 0.049, 0.003]","[0.964, 0.036]"
1052,44,20,"{""0"": 349, ""1"": 16}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.956, 0.044]","[0.975, 0.022, 0.003]"
1053,44,21,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 361, ""1"": 3, ""2"": 1}","[0.967, 0.03, 0.003]","[0.989, 0.008, 0.003]"
1054,44,22,"{""0"": 357, ""1"": 8}","{""0"": 365}","[0.978, 0.022]",[1.0]
1055,44,23,"{""0"": 361, ""1"": 4}","{""0"": 365}","[0.989, 0.011]",[1.0]
1056,45,0,"{""0"": 365}","{""0"": 362, ""1"": 3}",[1.0],"[0.992, 0.008]"
1057,45,1,"{""0"": 365}","{""0"": 362, ""1"": 3}",[1.0],"[0.992, 0.008]"
1058,45,2,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
1059,45,3,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
1060,45,4,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
1061,45,5,"{""0"": 358, ""1"": 7}","{""0"": 361, ""1"": 4}","[0.981, 0.019]","[0.989, 0.011]"
1062,45,6,"{""0"": 355, ""1"": 10}","{""0"": 350, ""1"": 15}","[0.973, 0.027]","[0.959, 0.041]"
1063,45,7,"{""0"": 354, ""1"": 11}","{""0"": 335, ""1"": 30}","[0.97, 0.03]","[0.918, 0.082]"
1064,45,8,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 327, ""1"": 36, ""2"": 2}","[0.953, 0.044, 0.003]","[0.896, 0.099, 0.005]"
1065,45,9,"{""0"": 349, ""1"": 15, ""3"": 1, ""2"": 0}","{""0"": 340, ""1"": 21, ""2"": 3, ""3"": 1}","[0.956, 0.041, 0.0, 0.003]","[0.932, 0.058, 0.008, 0.003]"
1066,45,10,"{""0"": 353, ""1"": 10, ""2"": 1, ""3"": 1}","{""0"": 351, ""1"": 13, ""3"": 1, ""2"": 0}","[0.967, 0.027, 0.003, 0.003]","[0.962, 0.036, 0.0, 0.003]"
1067,45,11,"{""0"": 350, ""1"": 12, ""2"": 3}","{""0"": 348, ""1"": 17}","[0.959, 0.033, 0.008]","[0.953, 0.047]"
1068,45,12,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 341, ""1"": 23, ""2"": 1}","[0.921, 0.074, 0.005]","[0.934, 0.063, 0.003]"
1069,45,13,"{""0"": 331, ""1"": 30, ""2"": 4}","{""0"": 339, ""1"": 23, ""2"": 2, ""3"": 1}","[0.907, 0.082, 0.011]","[0.929, 0.063, 0.005, 0.003]"
1070,45,14,"{""0"": 334, ""1"": 28, ""2"": 2, ""3"": 1}","{""0"": 339, ""1"": 23, ""2"": 2, ""4"": 1, ""3"": 0}","[0.915, 0.077, 0.005, 0.003]","[0.929, 0.063, 0.005, 0.0, 0.003]"
1071,45,15,"{""0"": 322, ""1"": 40, ""2"": 3}","{""0"": 332, ""1"": 30, ""2"": 2, ""3"": 1}","[0.882, 0.11, 0.008]","[0.91, 0.082, 0.005, 0.003]"
1072,45,16,"{""0"": 322, ""1"": 37, ""2"": 6}","{""0"": 334, ""1"": 28, ""2"": 3}","[0.882, 0.101, 0.016]","[0.915, 0.077, 0.008]"
1073,45,17,"{""0"": 329, ""1"": 34, ""2"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.901, 0.093, 0.005]","[0.932, 0.063, 0.005]"
1074,45,18,"{""0"": 338, ""1"": 23, ""2"": 4}","{""0"": 330, ""1"": 31, ""2"": 4}","[0.926, 0.063, 0.011]","[0.904, 0.085, 0.011]"
1075,45,19,"{""0"": 335, ""1"": 26, ""2"": 3, ""3"": 1}","{""0"": 331, ""1"": 27, ""2"": 6, ""3"": 1}","[0.918, 0.071, 0.008, 0.003]","[0.907, 0.074, 0.016, 0.003]"
1076,45,20,"{""0"": 345, ""1"": 16, ""2"": 3, ""3"": 1}","{""0"": 350, ""1"": 12, ""2"": 2, ""3"": 1}","[0.945, 0.044, 0.008, 0.003]","[0.959, 0.033, 0.005, 0.003]"
1077,45,21,"{""0"": 352, ""1"": 13}","{""0"": 358, ""1"": 7}","[0.964, 0.036]","[0.981, 0.019]"
1078,45,22,"{""0"": 356, ""1"": 9}","{""0"": 357, ""1"": 8}","[0.975, 0.025]","[0.978, 0.022]"
1079,45,23,"{""0"": 365}","{""0"": 362, ""1"": 3}",[1.0],"[0.992, 0.008]"
1080,46,0,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 2, ""2"": 1}","[0.992, 0.008]","[0.992, 0.005, 0.003]"
1081,46,1,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
1082,46,2,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
1083,46,3,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
1084,46,4,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
1085,46,5,"{""0"": 364, ""1"": 1}","{""0"": 326, ""1"": 39}","[0.997, 0.003]","[0.893, 0.107]"
1086,46,6,"{""0"": 359, ""1"": 6}","{""0"": 321, ""1"": 44}","[0.984, 0.016]","[0.879, 0.121]"
1087,46,7,"{""0"": 352, ""1"": 13}","{""0"": 355, ""1"": 10}","[0.964, 0.036]","[0.973, 0.027]"
1088,46,8,"{""0"": 354, ""1"": 11}","{""0"": 356, ""1"": 9}","[0.97, 0.03]","[0.975, 0.025]"
1089,46,9,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 353, ""1"": 12}","[0.962, 0.036, 0.003]","[0.967, 0.033]"
1090,46,10,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 356, ""1"": 9}","[0.962, 0.036, 0.003]","[0.975, 0.025]"
1091,46,11,"{""0"": 357, ""1"": 8}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.978, 0.022]","[0.986, 0.011, 0.003]"
1092,46,12,"{""0"": 355, ""1"": 10}","{""0"": 356, ""1"": 9}","[0.973, 0.027]","[0.975, 0.025]"
1093,46,13,"{""0"": 340, ""1"": 25}","{""0"": 353, ""1"": 11, ""2"": 1}","[0.932, 0.068]","[0.967, 0.03, 0.003]"
1094,46,14,"{""0"": 330, ""1"": 33, ""2"": 2}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.904, 0.09, 0.005]","[0.956, 0.041, 0.003]"
1095,46,15,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.945, 0.049, 0.005]","[0.962, 0.036, 0.003]"
1096,46,16,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 349, ""1"": 16}","[0.978, 0.019, 0.003]","[0.956, 0.044]"
1097,46,17,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 347, ""1"": 16, ""2"": 2}","[0.964, 0.033, 0.003]","[0.951, 0.044, 0.005]"
1098,46,18,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 347, ""1"": 15, ""2"": 3}","[0.964, 0.033, 0.003]","[0.951, 0.041, 0.008]"
1099,46,19,"{""0"": 348, ""1"": 15, ""2"": 2}","{""0"": 347, ""1"": 17, ""2"": 1}","[0.953, 0.041, 0.005]","[0.951, 0.047, 0.003]"
1100,46,20,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 351, ""1"": 14}","[0.951, 0.044, 0.005]","[0.962, 0.038]"
1101,46,21,"{""0"": 352, ""1"": 12, ""2"": 1}","{""0"": 357, ""1"": 8}","[0.964, 0.033, 0.003]","[0.978, 0.022]"
1102,46,22,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 362, ""1"": 3}","[0.978, 0.019, 0.003]","[0.992, 0.008]"
1103,46,23,"{""0"": 364, ""1"": 1}","{""0"": 364, ""1"": 1}","[0.997, 0.003]","[0.997, 0.003]"
1104,47,0,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 352, ""1"": 13}","[0.967, 0.03, 0.003]","[0.964, 0.036]"
1105,47,1,"{""0"": 362, ""1"": 3}","{""0"": 359, ""1"": 6}","[0.992, 0.008]","[0.984, 0.016]"
1106,47,2,"{""0"": 363, ""1"": 2}","{""0"": 365}","[0.995, 0.005]",[1.0]
1107,47,3,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
1108,47,4,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}","[0.997, 0.003]","[0.992, 0.008]"
1109,47,5,"{""0"": 355, ""1"": 10}","{""0"": 362, ""1"": 3}","[0.973, 0.027]","[0.992, 0.008]"
1110,47,6,"{""0"": 334, ""1"": 28, ""2"": 3}","{""0"": 357, ""1"": 6, ""2"": 2}","[0.915, 0.077, 0.008]","[0.978, 0.016, 0.005]"
1111,47,7,"{""0"": 330, ""1"": 34, ""2"": 1}","{""0"": 354, ""1"": 9, ""2"": 2}","[0.904, 0.093, 0.003]","[0.97, 0.025, 0.005]"
1112,47,8,"{""0"": 342, ""1"": 22, ""2"": 1}","{""0"": 355, ""1"": 10}","[0.937, 0.06, 0.003]","[0.973, 0.027]"
1113,47,9,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 357, ""1"": 8}","[0.934, 0.063, 0.003]","[0.978, 0.022]"
1114,47,10,"{""0"": 343, ""1"": 18, ""2"": 4}","{""0"": 357, ""1"": 8}","[0.94, 0.049, 0.011]","[0.978, 0.022]"
1115,47,11,"{""0"": 344, ""1"": 18, ""2"": 3}","{""0"": 349, ""1"": 16}","[0.942, 0.049, 0.008]","[0.956, 0.044]"
1116,47,12,"{""0"": 344, ""1"": 21}","{""0"": 338, ""1"": 26, ""2"": 1}","[0.942, 0.058]","[0.926, 0.071, 0.003]"
1117,47,13,"{""0"": 335, ""1"": 29, ""2"": 1}","{""0"": 334, ""1"": 28, ""2"": 3}","[0.918, 0.079, 0.003]","[0.915, 0.077, 0.008]"
1118,47,14,"{""0"": 333, ""1"": 31, ""2"": 1}","{""0"": 328, ""1"": 35, ""2"": 2}","[0.912, 0.085, 0.003]","[0.899, 0.096, 0.005]"
1119,47,15,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 314, ""1"": 43, ""2"": 7, ""3"": 1}","[0.932, 0.063, 0.005]","[0.86, 0.118, 0.019, 0.003]"
1120,47,16,"{""0"": 335, ""1"": 30}","{""0"": 295, ""1"": 64, ""2"": 6}","[0.918, 0.082]","[0.808, 0.175, 0.016]"
1121,47,17,"{""0"": 327, ""1"": 33, ""2"": 5}","{""0"": 296, ""1"": 64, ""2"": 5}","[0.896, 0.09, 0.014]","[0.811, 0.175, 0.014]"
1122,47,18,"{""0"": 324, ""1"": 37, ""2"": 4}","{""0"": 318, ""1"": 41, ""2"": 6}","[0.888, 0.101, 0.011]","[0.871, 0.112, 0.016]"
1123,47,19,"{""0"": 335, ""1"": 29, ""2"": 1}","{""0"": 336, ""1"": 26, ""2"": 3}","[0.918, 0.079, 0.003]","[0.921, 0.071, 0.008]"
1124,47,20,"{""0"": 342, ""1"": 21, ""2"": 2}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.937, 0.058, 0.005]","[0.918, 0.077, 0.005]"
1125,47,21,"{""0"": 344, ""1"": 20, ""3"": 1, ""2"": 0}","{""0"": 336, ""1"": 26, ""2"": 3}","[0.942, 0.055, 0.0, 0.003]","[0.921, 0.071, 0.008]"
1126,47,22,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 338, ""1"": 21, ""2"": 6}","[0.956, 0.041, 0.003]","[0.926, 0.058, 0.016]"
1127,47,23,"{""0"": 359, ""1"": 6}","{""0"": 348, ""1"": 16, ""2"": 1}","[0.984, 0.016]","[0.953, 0.044, 0.003]"
1128,48,0,"{""0"": 360, ""1"": 5}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.986, 0.014]","[0.959, 0.038, 0.003]"
1129,48,1,"{""0"": 363, ""1"": 2}","{""0"": 357, ""1"": 8}","[0.995, 0.005]","[0.978, 0.022]"
1130,48,2,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}","[0.992, 0.008]","[0.989, 0.011]"
1131,48,3,"{""0"": 360, ""1"": 5}","{""0"": 361, ""1"": 4}","[0.986, 0.014]","[0.989, 0.011]"
1132,48,4,"{""0"": 360, ""1"": 5}","{""0"": 363, ""1"": 2}","[0.986, 0.014]","[0.995, 0.005]"
1133,48,5,"{""0"": 352, ""1"": 13}","{""0"": 363, ""1"": 2}","[0.964, 0.036]","[0.995, 0.005]"
1134,48,6,"{""0"": 316, ""1"": 41, ""2"": 8}","{""0"": 351, ""1"": 13, ""2"": 1}","[0.866, 0.112, 0.022]","[0.962, 0.036, 0.003]"
1135,48,7,"{""0"": 306, ""1"": 53, ""2"": 6}","{""0"": 347, ""1"": 17, ""2"": 1}","[0.838, 0.145, 0.016]","[0.951, 0.047, 0.003]"
1136,48,8,"{""0"": 328, ""1"": 36, ""2"": 1}","{""0"": 352, ""1"": 13}","[0.899, 0.099, 0.003]","[0.964, 0.036]"
1137,48,9,"{""0"": 327, ""1"": 34, ""2"": 4}","{""0"": 346, ""1"": 16, ""2"": 2, ""4"": 1, ""3"": 0}","[0.896, 0.093, 0.011]","[0.948, 0.044, 0.005, 0.0, 0.003]"
1138,48,10,"{""0"": 328, ""1"": 32, ""2"": 4, ""3"": 1}","{""0"": 337, ""1"": 26, ""2"": 1, ""4"": 1, ""3"": 0}","[0.899, 0.088, 0.011, 0.003]","[0.923, 0.071, 0.003, 0.0, 0.003]"
1139,48,11,"{""0"": 326, ""1"": 33, ""2"": 6}","{""0"": 333, ""1"": 32}","[0.893, 0.09, 0.016]","[0.912, 0.088]"
1140,48,12,"{""0"": 326, ""1"": 37, ""2"": 2}","{""0"": 325, ""1"": 38, ""2"": 2}","[0.893, 0.101, 0.005]","[0.89, 0.104, 0.005]"
1141,48,13,"{""0"": 333, ""1"": 32}","{""0"": 319, ""1"": 42, ""2"": 3, ""3"": 1}","[0.912, 0.088]","[0.874, 0.115, 0.008, 0.003]"
1142,48,14,"{""0"": 336, ""1"": 28, ""2"": 1}","{""0"": 309, ""1"": 51, ""2"": 5}","[0.921, 0.077, 0.003]","[0.847, 0.14, 0.014]"
1143,48,15,"{""0"": 323, ""1"": 36, ""2"": 6}","{""0"": 274, ""1"": 86, ""2"": 5}","[0.885, 0.099, 0.016]","[0.751, 0.236, 0.014]"
1144,48,16,"{""0"": 306, ""1"": 50, ""2"": 7, ""3"": 2}","{""0"": 263, ""1"": 90, ""2"": 11, ""3"": 1}","[0.838, 0.137, 0.019, 0.005]","[0.721, 0.247, 0.03, 0.003]"
1145,48,17,"{""0"": 297, ""1"": 61, ""2"": 5, ""3"": 2}","{""0"": 284, ""1"": 68, ""2"": 11, ""3"": 2}","[0.814, 0.167, 0.014, 0.005]","[0.778, 0.186, 0.03, 0.005]"
1146,48,18,"{""0"": 295, ""1"": 65, ""2"": 4, ""3"": 1}","{""0"": 295, ""1"": 61, ""2"": 6, ""3"": 3}","[0.808, 0.178, 0.011, 0.003]","[0.808, 0.167, 0.016, 0.008]"
1147,48,19,"{""0"": 306, ""1"": 58, ""2"": 1}","{""0"": 306, ""1"": 54, ""2"": 4, ""3"": 1}","[0.838, 0.159, 0.003]","[0.838, 0.148, 0.011, 0.003]"
1148,48,20,"{""0"": 326, ""1"": 37, ""2"": 2}","{""0"": 320, ""1"": 44, ""2"": 1}","[0.893, 0.101, 0.005]","[0.877, 0.121, 0.003]"
1149,48,21,"{""0"": 331, ""1"": 31, ""2"": 3}","{""0"": 327, ""1"": 37, ""3"": 1, ""2"": 0}","[0.907, 0.085, 0.008]","[0.896, 0.101, 0.0, 0.003]"
1150,48,22,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 332, ""1"": 32, ""2"": 1}","[0.942, 0.055, 0.003]","[0.91, 0.088, 0.003]"
1151,48,23,"{""0"": 363, ""1"": 2}","{""0"": 350, ""1"": 15}","[0.995, 0.005]","[0.959, 0.041]"
1152,49,0,"{""0"": 355, ""1"": 10}","{""0"": 354, ""1"": 10, ""2"": 1}","[0.973, 0.027]","[0.97, 0.027, 0.003]"
1153,49,1,"{""0"": 359, ""1"": 6}","{""0"": 358, ""1"": 7}","[0.984, 0.016]","[0.981, 0.019]"
1154,49,2,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}","[0.995, 0.005]","[0.984, 0.016]"
1155,49,3,"{""0"": 358, ""1"": 7}","{""0"": 360, ""1"": 5}","[0.981, 0.019]","[0.986, 0.014]"
1156,49,4,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 361, ""1"": 4}","[0.959, 0.038, 0.003]","[0.989, 0.011]"
1157,49,5,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 360, ""1"": 5}","[0.932, 0.066, 0.003]","[0.986, 0.014]"
1158,49,6,"{""0"": 316, ""1"": 40, ""2"": 9}","{""0"": 356, ""1"": 9}","[0.866, 0.11, 0.025]","[0.975, 0.025]"
1159,49,7,"{""0"": 309, ""1"": 44, ""2"": 10, ""3"": 2}","{""0"": 341, ""1"": 24}","[0.847, 0.121, 0.027, 0.005]","[0.934, 0.066]"
1160,49,8,"{""0"": 322, ""1"": 39, ""2"": 4}","{""0"": 336, ""1"": 28, ""2"": 1}","[0.882, 0.107, 0.011]","[0.921, 0.077, 0.003]"
1161,49,9,"{""0"": 328, ""1"": 35, ""2"": 2}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.899, 0.096, 0.005]","[0.932, 0.063, 0.005]"
1162,49,10,"{""0"": 322, ""1"": 39, ""2"": 4}","{""0"": 340, ""1"": 23, ""2"": 2}","[0.882, 0.107, 0.011]","[0.932, 0.063, 0.005]"
1163,49,11,"{""0"": 328, ""1"": 30, ""2"": 7}","{""0"": 340, ""1"": 21, ""2"": 4}","[0.899, 0.082, 0.019]","[0.932, 0.058, 0.011]"
1164,49,12,"{""0"": 327, ""1"": 34, ""2"": 4}","{""0"": 323, ""1"": 36, ""2"": 5, ""3"": 1}","[0.896, 0.093, 0.011]","[0.885, 0.099, 0.014, 0.003]"
1165,49,13,"{""0"": 316, ""1"": 43, ""2"": 6}","{""0"": 304, ""1"": 54, ""2"": 6, ""3"": 1}","[0.866, 0.118, 0.016]","[0.833, 0.148, 0.016, 0.003]"
1166,49,14,"{""0"": 316, ""1"": 42, ""2"": 7}","{""0"": 303, ""1"": 50, ""2"": 12}","[0.866, 0.115, 0.019]","[0.83, 0.137, 0.033]"
1167,49,15,"{""0"": 312, ""1"": 42, ""2"": 11}","{""0"": 276, ""1"": 74, ""2"": 12, ""3"": 2, ""4"": 1}","[0.855, 0.115, 0.03]","[0.756, 0.203, 0.033, 0.005, 0.003]"
1168,49,16,"{""0"": 286, ""1"": 67, ""2"": 9, ""3"": 2, ""5"": 1, ""4"": 0}","{""0"": 279, ""1"": 61, ""2"": 19, ""3"": 5, ""4"": 1}","[0.784, 0.184, 0.025, 0.005, 0.0, 0.003]","[0.764, 0.167, 0.052, 0.014, 0.003]"
